,0,1,2,3,4,5
10,Medienzentrum Bundeshaus; Konferenzsaal; Centre de presse du Palais fédéral; Salle de conférence Bern,Fr 15.02.2008 10:45,Medienkonferenz,"Markus Zollinger, Generalsekretariat SVP; 031 300 58 58",SVP,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1016.html
11,Bundeshaus West; Zimmer 240; Palais fédéral Ouest; Salle 240 Bern,Do 17.01.2008 09:30 - 11:00,"Referenten: Urs Ursprung, Direktor der Eidg. Steuerverwaltung; Claudio Fischer, Projektleiter MWST-Reform; Beat Spicher, stv. Projektleiter MWST-Reform",Dieter Leutwyler; Kommunikation EFD/Communication DFF; 031 322 60 33,Eidgenössisches Finanzdepartement,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1017.html
12,Medienzentrum Bundeshaus; Konferenzsaal; Centre de presse du Palais fédéral; Salle de conférence Bern,Do 17.01.2008 11:15,Mit Bundesrat Hans-Rudolf Merz,Dieter Leutwyler; Kommunikation EFD/Communication DFF; 031 322 60 33,Eidgenössisches Finanzdepartement,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1018.html
13,Medienzentrum Bundeshaus; Konferenzsaal; Centre de presse du Palais fédéral; Salle de conférence Bern,Mo 04.02.2008 14:30,Medienkonferenz,Sibylle Stillhart; Redaktorin; PostReg; Postregulationsbehörde; Monbijoustr. 51A; CH - 3003 Bern; Tel. 0041 31 325 79 80,Eidgenössische Postkommission PostCom,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1024.html
14,Stadttheater Solothurn; Theatergasse 18 4500 Solothurn,Do 24.01.2008 14:00,"Interessierte Personen sind eingeladen, an der Podiumsdiskussion teilzunehmen. Um eine ungefähre Vorstellung von der Anzahl Teilnehmenden zu erhalten, bitten wir Sie, uns Ihre Anwesenheit per E-Mail zu bestätigen (christian.stroehle@bak.admin.ch).","Bundesamt für Kultur, Kommunication; Office fédéral de la culture, communication; 031 322 92 34",Bundesamt für Kultur,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1025.html
15,Hotel Bellevue Palace; Kochergasse 3 - 5 3011 Bern,Di 29.01.2008 10:15 - 11:30,Medienkonferenz,Martin Rubeli; vips Vereinigung Pharmafirmen in der Schweiz; Baarerstrasse 2; 6304 Zug; Tel. 041 727 67 80; Fax 041 727 67 90; Mobile 079 330 45 16,"vips Vereinigung Pharmafirmen in der Schweiz, Interpharma, SGCI Chemie Pharma Schweiz",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1026.html
16,Hotel Kreuz; Zeughausgasse 41 3011 Bern,Fr 18.01.2008 10:30,Medienkonferenz,Frau Geissbühler; Schweiz. Vereinigung Eltern gegen Drogen; 031 302 32 92,Schweizerische Vereinigung Eltern gegen Drogen,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1027.html
17,Medienzentrum Bundeshaus; Konferenzsaal; Centre de presse du Palais fédéral; Salle de conférence Bern,Fr 09.05.2008 14:00,Medienkonferenz,"Hansruedi Moser, Leiter Information und Kommunikation BK, Tel. 031 322 37 63",Bundeskanzlei,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1028.html
18,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de pressse du Palais fédéral, salle de conférence Bern",Do 14.02.2008 10:00 - 12:00,Brigitte Hauser-Süess; Chefin Information und Kommunikation; 031 325 93 50,Staatssekretariat für Migration,"Attachments   Einladung an die Medien (PDF, 22 kB)",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1029.html
19,Bernerhof; Leuchtersaal Bern,Mo 17.03.2008 10:30,Pressekonferenz,Kommunikation EFD / Communication DFF; 031 322 60 33,Eidgenössisches Finanzdepartement,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1033.html
20,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférence Bern",Do 24.01.2008 09:15,Point de presse,Claudine Godat; Porte-parole PSS / Mediensprecherin SPS; T 031 329 69 82,SP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1035.html
21,Polit-Forum Käfigturm; Marktgasse 67 3011 Bern,Do 21.02.2008 10:00,Medienkonferenz,Urs Loppacher; vpod Regionalsekretariat Zürich; Telefon 044 295 30 25.,Interessengemeinschaft Erstsprachen,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1036.html
22,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférence Bern",Fr 29.02.2008 11:00,Medienkonferenz,Corina Gyssler; Verein Klima-Initiative; Kommunikation Geschäftsstelle; c/o WWF Schweiz; Postfach; CH-8010 Zuerich; Phone +41 (0) 44 297 22 54; Fax +41 (0) 44 297 21 00; mailto:corina.gyssler@wwf.ch,"Überparteiliches Komitee ""Verein Klima-Initiative""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1037.html
23,Medienzentrum Bundeshaus; Centre de presse du Palais fédéral Bern,So 01.06.2008,"Medienkonferenz des Bundesrates;; Abstimmungsvorlagen:; Volksinitiative ""Für demokratische Einbürgerungen""; Volksinitiative ""Volkssouveränität statt Behördenpropaganda""; Verfassungsartikel ""Für Qualität und Wirtschaftlichkeit in der Krankenversicherung"" (Gegenentwurf zur zurückgezogenen Volksinitiative ""Für tiefere Krankenkassenprämien in der Grundversicherung"")",Bundeskanzlei,Links   Weitere Informationen,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1040.html
24,Bundesamt für Kultur; Hallwylstrasse 15 3005 Bern,Do 19.06.2008 11:00,"Anne Weibel, responsable de la communication OFC, tél. 031 322 79 85; Anna Imfeld, Stv. Leiterin Kommunikation BAK, Tel 031 322 92 34",Bundesamt für Kultur,"Attachments   Einladung an die Medien (PDF, 40 kB)",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1041.html
25,Hotel Kreuz; Zeughausgasse 41 3011 Bern,Do 07.02.2008 10:15,Bilanzmedienkonferenz,Alpen-Initiative; Herrengasse 2; Postfach 28; 6460 Altdorf; Tel. 041 870 97 81,Alpen-Initiative,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1042.html
26,Hotel Bern; Zeughausgasse 9 3011 Bern,Mo 18.02.2008 10:30 - 11:30 Abgesagt,Medienkonferenz,Ewald Ackermann; SGB-Information. 031/377 01 09 oder ewald.ackermann@sgb.ch,Schweizerischer Gewerkschaftsbund (SGB) und SUISSECULTURE,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1044.html
27,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférence Bern",Mo 18.02.2008 11:00,Medienkonferenz mit Bundesrat Samuel Schmid,Kommunikation VBS; Telefon +41 31 32 45058,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1045.html
28,Kursaal Bern; Kornhausstrasse 3 3013 Bern,Fr 16.05.2008 08:45 - 12:45,Diskussion mit Fachleuten und ParlamentarierInnen im Hinblick auf die parl. Debatte über die neuen Rahmenkredite der Entwicklungszusammenarbeit.,Pepo Hofstetter; Alliance Sud; Tel. 031/390 93 34,Alliance Sud,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1046.html
29,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférence Bern",Fr 01.02.2008 10:30,Medienkonferenz,Markus Zollinger; SVP Generalsekretariat; Telefon 031 300 58 58,SVP,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1047.html
30,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférence Bern",Di 12.02.2008 15:15,Medienkonferenz,Markus Zollinger; SVP Generalsekretariat; Telefon 031 300 58 58,SVP,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1048.html
31,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférence Bern",Di 29.01.2008 09:30,Medienkonferenz,"Jürg Jordi, BLW; Tel. 031 322 81 28",Bundesamt für Landwirtschaft,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1055.html
32,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférence Bern",Fr 11.04.2008 10:15,Mit Bundesrätin Eveline Widmer-Schlumpf,Informationsdienst EJPD; Service d'information DFJP; 031 322 18 18,Eidgenössisches Justiz- und Polizeidepartement,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1057.html
33,Rest. Schmiedstube; Schmiedenplatz 5 3011 Bern,Mo 19.05.2008 11:00,Medienkonferenz,"Edgar R. Minder; Redaktor, Mitglied der Geschäftsleitung SGV; 031 380 14 41",Schweizerischer Verband freier Berufe (SR Schwaller),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1058.html
34,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Conseil fédéral, salle de conférence Bern",Di 12.02.2008 11:00,Medienkonferenz mit Bundesrat Hans-Rudolf Merz,Kommunikation EFD; Communication DFF; 031 322 60 33,Eidgenössisches Finanzdepartement,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1059.html
35,Polit-Forum Käfigturm; Marktgasse 67 3011 Bern,So 31.12.2006 10:30 Abgesagt,"Pressekonferenz zum Start der Studien-Reihe ""Kantonsmonitoring"", Präsentation der Studie ""Spitäler zwischen Politik und Wettbewerb - Betriebliche Autonomie im Kantonsvergleich""",Avenir Suisse; 044 445 90 00,Avenir Suisse,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1060.html
36,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférence Bern",Fr 08.02.2008 10:30 - 12:00,Medienkonferenz,"Flavia Rivola; Mediendienst, Bundesamt für Umwelt BAFU; Tel. 031 322 92 46",Bundesamt für Umwelt BAFU,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1061.html
37,Eingang der Kaserne der Kantonspolizei Zürich; Devant l'entrée principale de la caserne de la police cantonale zurichoise; Davanti all'entrata della caserma della Polizia cantonale di Zurigo; Kasernenstrasse 29 8004 Zürich,Mi 06.02.2008 12:45 - 14:00,Sirenenfernsteuerung: zum ersten Mal zentrale Auslösung im Kanton Zürich; Medieninformation,"C. Seiler, Bundesamt für Bevölkerungsschutz, 044 256 95 36","Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1062.html
38,Hotel Kreuz; Zeughausgasse 41 3011 Bern,Mo 11.02.2008 10:30,"Medienkonferenz; Teilnehmende: NR Hugo Fasel, Präsident Travail.Suisse, und Martin Flügel, Leiter Sozialpolitik, Travail.Suisse","Therese Schmid, schmid@travailsuisse.ch, 031 370 21 11, 079 749 38 43",Travail.Suisse,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1063.html
39,Zentrum Paul Klee; Monument im Fruchtland 3 3006 Bern,Do 13.03.2008 13:30 - 18:30,"In der Schweiz garantieren heute Verfassung und Krankenversicherungsgesetz allen eine gute und gleichwertige medizinische Versorgung. Soweit das Ideal. In der Realität verzichten Ärztinnen, Ärzte und Pflegepersonal aus Kostengründen vermehrt auf eine mögliche nützliche Behandlung. Bisher existieren jedoch keine Regeln oder Entscheidungshilfen für die Verteilung der knappen Ressourcen. Wie sollen Prioritäten gesetzt werden? Mit der Veranstaltung ermöglicht die Stiftung Risiko-Dialog einen offenen und kritischen Dialog über das ethisch, politisch, ökonomisch und medizinisch sensible Thema. Eingeladen sind Fachleute aus der Pflege, der Ärzteschaft und der Forschung, Spitalverantwortliche, Interessierte aus Unternehmen, Versicherungen, Behörden, Medien und Politik sowie Studierende, Patienten und Bürgerinnen und Bürger. Initiiert und organisiert wird die Veranstaltung von der gemeinnützigen und neutralen Stiftung Risiko-Dialog, mitgetragen wir sie unter anderem von der Schweizerischen Akademie der Medizinischen Wissenschaften SAMW und Cisco Systems (Switzerland) GmbH.",Stiftung Risiko-Dialog; Tamara Horni; Zürcherstrasse 12; CH-8400 Winterthur; Tel. +41 52 262 76 11,Stiftung Risiko-Dialog,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1064.html
40,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférence Bern",Fr 22.02.2008 11:00,Medienkonferenz,"Komitee ""Verbandsbeschwerde: Schluss mit der Verhinderungspolitik""; c/o FDP Kanton Zürich; Spitalgasse 5, 8001 Zürich; admin@fdp-zh.ch; www.wachstum.ch; Tel. 044 268 60 90","Komitee ""Verbandsbeschwerde: Schluss mit der Verhinderungspolitik""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1065.html
41,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférence; Centro media di Palazzo federale, sala conferenze Bern",Mo 17.03.2008 14:00,Medienkonferenz,"Anne Weibel, Tel. 031 322 79 85, anne.weibel@bak.admin.ch; Anna Imfeld, Tel. 031 322 92 34, anna.imfeld@bak.admin.ch; Kommunikation BAK / Communication OFC",Bundesamt für Kultur,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1066.html
42,Kornhausforum; Kornhausplatz 18 3011 Bern,Fr 15.02.2008 10:00,"Pressekonferenz zum Start der Studien-Reihe ""Kantonsmonitoring"", Präsentation der Studie ""Spitäler zwischen Politik und Wettbewerb - Betriebliche Autonomie im Kantonsvergleich""",Avenir Suisse; 044 445 90 00,Avenir Suisse,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1071.html
43,"Berufs- und Weiterbildungszentrum Toggenburg, Bahnhofstrasse 29 9630 Wattwil",Mo 18.02.2008 10:00 - 11:00,"Sehr geehrte Damen und Herren; Unter dem Namen „Toggenburg 2008“ ist ein interdisziplinäres Pilotprojekt des Eidgenössischen Volkswirtschaftsdepartements, des Kantons St. Gallen sowie der Region Toggenburg geplant. Die; Arbeiten dazu werden demnächst beginnen und es ist uns daher ein Anliegen, die Medien darüber; zu informieren. Der Ablauf der Medienkonferenz ist wie folgt geplant: 10.00 Uhr Begrüssung in Wattwil durch den Gemeindepräsidenten; Bundesrätin Doris Leuthard, Vorsteherin des EVD, informiert; über das Pilotprojekt aus Sicht des Bundes; Regierungsrat Dr. Josef Keller, Vorsteher des VD, informiert über; das Pilotprojekt aus Sicht des Kantons; Hans Bütikofer Präsident toggenburg.ch aus Sicht der Region; zum Pilotprojekt; Fragen; ca. 11.00 Uhr Ende; ApéroimbissBitte bestätigen Sie uns Ihre Teilnahme mit dem Antworttalon.Wir freuen uns, Sie im Toggenburg begrüssen zu dürfen.toggenburg.chkompetenzzentrumH. Bütikofer D. BlatterPräsident Geschäftsführer",Daniel BlatterTel. 071 987 00 52Fax 071 987 00 59daniel.blatter@toggenburg.ch,toggenburg.ch | kompetenzzentrum | 9630 wattwil,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1072.html
44,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférence Bern",Do 14.02.2008 13:30,Point de presse,Claudine Godat; Porte-parole PS Suisse / Mediensprecherin SP Schweiz; 079 789 04 89,SP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1073.html
45,"Medienzentrum Bundeshaus, Kleiner Konferenzraum; Centre de presse du Palais fédéral, petite salle de conférence Bern",Fr 22.02.2008 13:30,"Mediengespräch mit Dr. Eric Scheidegger, Stv. Direktor SECO und Leiter der Direktion für Standortförderung",Rita Baldegger; Leiter Kommunikation SECO; 031 323 37 90,Staatssekretariat für Wirtschaft,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1075.html
46,Hotel Krone; Hauptgasse 64 4500 Solothurn,Di 19.02.2008 16:00,Point de presse,"Anita Panzer; Mediensprecherin Teilprojekt Sicherheit Projektorganisation Öffentliche Hand EURO 2008; Porte-parole du secteur Sécurité, Structure des pouvoirs publics pour l’UEFA EURO 2008; Portavoce del sottoprogetto Sicurezza dell’Organizzazione di progetto per i poteri pubblici UEFA EURO 2008; info@apacom.ch; Tel. 079 303 99 82","Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1076.html
47,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférence Bern",Mo 25.02.2008 14:30,Medienkonferenz,Alain Hauert; Pressesprecher SVP / Porte-parole UDC; 031 300 58 50,SVP,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1077.html
48,Zukunftstrasse 44 2501 Biel-Bienne,Mi 09.07.2008 10:00 - 12:00,Themen: Radio und TV: Sicherung der Qualität und Analyse von Radio- und Fernsehprogrammen; Telekommunikation: Stand des Telekommunikationsmarktes Schweiz; Empfangsgebühren: Radio- und Fernsehempfangsgebühren in Zeiten internetfähiger Multimedia-Geräte; eGovernment: Projekte des BAKOM,Roberto Rivola; Leiter Kommunikation BAKOM; 032 327 55 50; media@bakom.admin.ch,Bundesamt für Kommunikation,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1082.html
49,"Hotel Bären, Schauplatzgasse 4 3011 Bern",Di 26.02.2008 10:00 - 11:00,Medienkonferenz der Umweltorganisationen und Natursport Verbände,"Verein ""Nein zur Initiative des Zürcher Freisinns""","Attachments   Einladung an die Medien (PDF, 35 kB)",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1083.html
50,Polit-Forum Käfigturm; Marktgasse 67 3011 Bern,Mi 05.03.2008 10:15 - 12:30,Medienkonferenz,"Françoise Kopf, coordinatrice; IGA SOS Racisme; 079 670 83 22",IGA SOS Racisme,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1084.html
51,Polit-Forum Käfigturm; Marktgasse 67 3011 Bern,Mo 03.03.2008 10:00,Medienorientierung,Michael Fritsche; Leitung Polit-Forum; 031 322 70 07,Cinésuisse und Polit-Forum des Bundes,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1087.html
52,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Conseil fédéral, salle de conférence Bern",Do 21.02.2008 10:30,"Medienkonferenz mit:; Bundesrat Moritz Leuenberger, Vorsteher Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation; Walter Steinmann, Direktor Bundesamt für Energie; Michael Kaufmann, Vizedirektor Bundesamt für Energie; Bruno Oberle, Direktor Bundesamt für Umwelt; Andrea Burkhardt, Sektionschefin Klima, Bundesamt für Umwelt",Kommunikation UVEK / Communication DETEC; 031 322 55 11,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1089.html
53,Polit-Forum Käfigturm; Marktgasse 67 3011 Bern,Fr 04.04.2008 11:00 - 12:00,Ankündigung einer Grundlagenstudie der Universität Freiburg/Fribourg; Lancierung des Themas Frühkindliche Bildung in der Schweiz,"Beate Eckhardt, Projektmanagement; 052 213 54 80 / 079 617 03 26",Schweizerische UNESCO-Kommission,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1090.html
54,Hotel Kreuz; Zeughausgasse 41 3011 Bern,Di 04.03.2008 14:00 - 15:00,Medienkonferenz,"Roland Schuler, Pro Natura; Tel. 061 317 92 24","Pro Natura, SVS/BirdLife Schweiz, WWF mit NR Maya Graf",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1091.html
55,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral Bern",Fr 29.02.2008 09:00 - 09:45 Abgesagt,Medienkonferenz,"Alex Piazza, apimedia; 079 680 25 81",NR Otto Ineichen und Verein kmuNEXT,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1092.html
56,"Bundeshaus Nord, Konferenzzimmer 1; Palais fédéral Nord, salle de conférence 1; Palazzo federale nord, sala riunioni 1; Kochergasse 10 Bern",Di 26.02.2008 14:30,Presse- und Informationsdienst UVEK; Service de presse et d'information DETEC; Servizio stampa DATEC; 031 322 55 11,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation","Attachments   Einladung an die Medien (PDF, 68 kB)",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1093.html
57,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférence Bern",Do 28.02.2008 14:00,"Medienkonferenz mit: Bundesrätin Eveline Widmer-Schlumpf, Vorsteherin EJPD; Michael Leupold, Direktor Bundesamt für Justiz",Informationsdienst EJPD; Service d'information DFJP; 031 322 18 18,Eidgenössisches Justiz- und Polizeidepartement,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1095.html
58,Hotel Bern; Zeughausgasse 9 3011 Bern,Di 29.04.2008 10:00,Medienkonferenz,"Edgar R. Minder; Redaktor, Mitglied der Geschäftsleitung SGV; 031 380 14 41",IG Innenstadtverkehr,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1096.html
59,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférence Bern",Di 22.04.2008 11:00 - 12:00,Medienkonferenz,"José Bessard, Comité d'initiative ""Pour les jeux d'argent au service du bien commun""; 079 701 45 77","Initiativkomitee ""Für Geldspiele im Dienste des Gemeinwohls""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1097.html
60,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférence Bern",Do 06.03.2008 11:00 - 12:00,"Medienkonferenz; Das BSV hat in Zusammenarbeit mit dem Schweiz. Arbeitgeberverband und dem schweiz. Gewerbeverband eine Broschüre für Arbeitgeber geschaffen, welche die Neuerungen und Dienstleistungen vorstellt, die die 5. IV-Revision in Bezug auf die (Wieder-)Eingliederung von Behinderten in den Arbeitsprozess bringt.",Urs Keller; Leiter Öffentlichkeitsarbeit BSV / chef du service Relations publiques; 031 324 95 10,Bundesamt für Sozialversicherungen,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1102.html
