,0,1,2,3,4,5
10,Politforum Käfigturm BernMarktgasse 673003 Bern Bern,Do 13.02.2014 10:15 - 11:00,"Medienkonferenz; Referenten: Dieter Majer, Autor der Studie;; Florian Kasser, Nuclear Campaigner Greenpeace Schweiz;; Jürg Buri, Geschäftsleiter Schweizerische Energie-Stiftung SES",Katia Schär; katia.schaer@energiestiftung.ch; Tel: 044 275 21 21,Schweizerische Energie-Stiftung (SES),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5010.html
11,"Parlamentsgebäude, vor dem Zimmer 286Palais du Parlament, devant la salle 286 Bern",Di 11.02.2014 11:30,Point de presse,Ursula Schütz Morf; Tel.: +41 58 322 99 10 ; ursula.schuetz@parl.admin.ch,APK-N,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5011.html
12,"Medienzentrum Bundeshaus, KoferenzsaalCentre de presse du Palais fédéral, salle de conférencesCentro media di Palazzo federale, sala delle conferenze Bern",Mo 05.05.2014 10:00,"Medienkonferenz; Referent: Dr. Markus Seiler, Direktor NDB",Felix Endrich; +41 31 322 51 01; felix.endrich@ndb.admin.ch,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport (VBS) und Nachrichtendienst des Bundes (NDB)",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5012.html
13,Hotel KreuzSaal Steiger (2. OG)Zeughausgasse 3011 Bern,Fr 14.02.2014 14:45,"Medienkonferenz; Es orientieren Sie: Nationalrat Toni Brunner (SG), Parteipräsident SVP, Nationalrat Peter Keller, Mitglied WBK-N und ehemaliger Lehrer (NW), Nationalrätin Verena Herzog, Mitglied WBK-N und ehemalige Kindergärtnerin, Willi Villiger, Oberstufenlehrer (AG)","Silvia Bär, Stv. Generalsekretärin SVP Schweiz, 079 216 48 31",SVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5014.html
14,Restaurant SchmiedstubeSchmiedenplatz 5 3011 Bern,Do 20.02.2014 10:15 - 11:15,Medienkonferenz,"Alpen-Initiative; T. Bolli, Leiter Kommunikation; Tel. 041 870 97 81, medien@alpeninitiative.ch",Verein Alpen-Initiative,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5016.html
15,"Medienzentrum Bundeshaus, KonferenzsaalCentre de presse du Palais fédéral, Salle de conférences Bern",Mo 17.02.2014 10:00 - 12:00,Pressekonferenz,Sarah McGrath-Fogal; Tel: 031 357 33 35; mcgrath@cvp.ch,FDP / BDP / Grüne / SVP / SP / CVP,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5017.html
16,Parlamentsgebäude Ständeratssaal Bern,Di 18.02.2014 11:00 - 11:30,Medientermin,Mark Stucki; Parlamentsdienste; Tel. 058 322 97 27,Parlamentsdienste,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5018.html
17,"Medienzentrum Bundeshaus, KonferenzsaalCentre de presse du Palais fédéral, salle de conférences Bern",Mo 24.02.2014 13:30,"Medienkonferenz mit: Bundesrat Alain Berset, Vorsteher des Eidgenössischen Departements des Innern (EDI); Carlo Conti, Präsident der Schweizerische Konferenz der kantonalen Gesundheitsdirektorinnen und –direktoren (GDK), Vorsteher des Gesundheitsdepartements BS",Peter Lauener; Pressesprecher EDI; Tel. 031 322 82 31,Der Bundesrat,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5019.html
18,"Medienzentrum Bundeshaus, KonferenzsaalCentre de presse du Palais fédéral, salle de conférences Bern",Mo 24.02.2014 09:00 - 10:30,"Pressekonferenz mit: Georg Klingler, Energieexperte Greenpeace Schweiz; Katharina Serafimova, Finanzexpertin WWF Schweiz; Quentin Repond, Kampagner 350.org; Beat Jans, Nationalrat SP; Bastien Girod, Nationalrat Grüne",Urs Scheuss; Tel: 078 795 91 83,Grüne,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5020.html
19,"Medienzentrum Bundeshaus, KonferenzsaalCentre de presse du Palais fédéral, salle de conférences Bern",Di 25.02.2014 14:30,"Pressekonferenz mit: Bundesrat Schneider-Ammann, Vorsteher des Eidgenössischen Departements für Wirtschaft, Bildung und Forschung (WBF); Staatsrat Philippe Leuba, Vorsteher Volkswirtschaftsdepartement Kanton Waadt, Vorstandsmitglied Konferenz Kantonaler Volkswirtschaftsdirektoren VDK",Ruedi Christen; Kommunikationschef WBF; Tel. +41 31 322 39 60; Mobile +41 79 317 24 09,Der Bundesrat,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5021.html
20,"Medienzentrum Bundeshaus, KonferenzsaalCentre de presse du Palais fédéral, salle de conférences Bern",Do 27.02.2014 10:00,Medienkonferenz,Thomas Zimmermann; Kommunikation SGB/Responsable de la communication; 031 377 01 06 oder/ou 079 249 59 74,Komitee „Ja zur Mindestlohn-Initiative“,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5022.html
21,Bernerhof Bern,Do 20.02.2014 17:00,"Point de Presse mit: Bundesrat Alain Berset, Vorsteher des Eidgenössischen Departements des Innern (EDI); Carlo Conti, Präsident der Schweizerische Konferenz der kantonalen Gesundheitsdirektoinnen und -direktoren (GDK), Vorsteher des Gesundheitsdepartements des Kantons Basel-Stadt","Nicole Lamon,; Tel: 031 322 80 16",Eidgenössisches Departement des Innern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5024.html
22,"Restaurant La Cultina, am Eigerplatz in BernRestaurant La Cultina, sur la Eigerplatz, à BerneRistorante La Cultina, Eigerplatz, Berna Bern",Fr 28.02.2014 10:00 - 12:00,"Mit: Barbara Büschi, Stv. Direktorin Bundesamt für Migration; Sandra Maissen, Generalsekretärin Konferenz der Kantonsregierungen",Yves Staudemann; yves.staudenmann@bfm.admin.ch,Bundesamt für Migration BFM und Konferenz der Kantonsregierungen KdK,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5025.html
23,"Business Centrum vatter, Bärenplatz 2, Bernvatter Business Center, Bärenplatz 2, Berne Bern",Do 27.02.2014 09:15,"Medienkonferenz mit: Matthias Michel, Präsident Konferenz der kantonalen Direktoren des öffentlichen Verkehrs, Regierungsrat; Hannes Germann, Präsident Schweizerischer Gemeindeverband, Ständeratspräsident; Peter Bieri, Präsident Informationsdienst für den öffentlichen Verkehr, Ständerat; Kurt Fluri, Präsident Schweizerischer Städteverband, Nationalrat, Stadtpräsident Solothurn; Ueli Stückelberger, Direktor Verband öffentlicher Verkehr",Renate Amstutz; info@staedteverband.ch,siehe Einladung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5027.html
24,"Parlamentsgebäude, vor dem Zimmer 3Palais fédéral, devant la salle 3Palazzo federale, prima sala 3 Bern",Mo 24.02.2014 17:45,Point de Presse,Ursula Schütz Morf; Tel.: +41 58 322 99 10 ; ursula.schuetz@parl.admin.ch,SPK-S,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5028.html
25,"Medienzentrum Bundeshaus, KonferenzsaalCentre de presse du Palais fédéral, salle de conférences Bern",Fr 28.02.2014 13:30,"Medienkonferenz mit: Nationalrat Jakob Büchler, CVP/SG, Präsident Verein für eine sichere Schweiz; Ständerat Alex Kuprecht, Präsident SIK-S, SVP/SZ; Nationalrätin Ida Glanzmann, Mitglied SIK-N, CVP/LU; Nationalrätin Corina Eichenberger-Walther, Vizepräsidentin SIK-N, FDP/AG; Nationalrat Raymond Clottu, Mitglied SIK-N, SVP/NE; Nationalrat Lorenz Hess, BDP/BE; Maurice Eglin, Vizepräsident GRPM (Groupe Romand pour le matériel de défense et de sécurité)","Silvia Bär, stv. Generalsekretärin SVP Schweiz/Secrétaire générale suppléante UDC Suisse: 079 216 48 31; Hans-Peter Wüthrich, Verein für eine sichere Schweiz/Association pour une Suisse en sécurité: 079 371 58 56","Überparteiliches Komitee ""JA zum Gripen""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5029.html
26,"Forum Fribourg, Route du Lac 12, 1763 Granges-Paccot Bern",Di 04.03.2014 10:00 - 16:10,Die Referierenden werden das Übungsszenario „Pandemie und Strommangellage“ erläutern.,Alexandra Frei-Schlagbauer; Telefon: 031 324 00 97; Mobil: 078 636 14 61; alexandra.frei-schlagbauer@gs-vbs.admin.ch,Sicherheitsverbundsübung 2014 / Projektorganisation SVU 14,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5030.html
27,Hotel Kreuz(Saal Fischer)Zeughausgasse 41 Bern,Fr 21.03.2014 10:15,Medienkonferenz,Linda Rosenkranz; Leiterin Kommunikation Travail.Suisse; 031 370 21 11,Travail.Suisse,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5031.html
28,BernerhofBundesgasse 3 Bern,Mo 03.03.2014 15:30,Point de presse,"Mario Tuor; Leiter Kommunikation, Staatssekretariat für internationale Finanzfragen SIF; Chef de la communication, Secrétariat d’Etat aux questions financières internationales (SFI); +41 31 322 46 16, mario.tuor@sif.admin.ch",Staatssekretariat für internationale Finanzfragen,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5032.html
29,"Pädagogische Hochschule Freiburg, Aula, PH-Standort 1, Gebäude DHaute école pédagogique de Fribourg, Aula, site HEP 1, Bâtiment DRue de Morat 36 Fribourg",Do 06.03.2014 14:00 - 16:30,-,Information EDA / DFAE; info@eda.admin; 031 322 31 53,Eidgenössisches Departement für auswärtige Angelegenheiten,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5033.html
30,"Medienzentrum Bundeshaus, KonferenzsaalCentre de presse du Palais fédéral, salle de conférences Bern",Mo 10.03.2014 10:30 - 11:30,Medienkonferenz,"Claudia Isler, Rutz &amp; Partner; Tel. +41 44 391 32 32",Initiativkomitee „für eine faire Verkehrsfinanzierung“,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5034.html
31,"Medienzentrum Bundeshaus, kleiner KonferenzraumCentre de presse du Palais fédéral, petite salle de conférences Bern",Fr 31.12.1999 10:00 Abgesagt,Pressekonferenz,Christoph Lauener ; christoph.lauener@baspo.admin.ch,Bundesamt für Sport,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5035.html
32,"Medienzentrum Bundeshaus, KonferenzsaalCentre de presse du Palais fédéral, salle de conférencesCentro media di Palazzo federale, sala delle conferenze Bern",Mi 20.08.2014 11:30,Point de presse mit Bundesratssprecher André Simonazzi; Die Medienkonferenz wird live übertragen. Nähere Angaben zu Themen und Teilnehmerinnen und Teilnehmern werden kurz vor Beginn auf www.tv.admin.ch aufgeschaltet.,Der Bundesrat,Links   www.tv.admin.ch,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5037.html
33,"Medienzentrum Bundeshaus, KonferenzsaalCentre de presse du Palais fédéral, salle de conférencesCentro media di Palazzo federale, sala delle conferenze Bern",Mi 27.08.2014 15:00,Medienkonferenz des Bundesrates; Die Medienkonferenz wird live übertragen. Nähere Angaben zu Themen und Teilnehmerinnen und Teilnehmern werden kurz vor Beginn auf www.tv.admin.ch aufgeschaltet.,Der Bundesrat,Links   www.tv.admin.ch,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5038.html
34,Restaurant KreuzZeughausgasse 31Saal Bovet (1. OG) 3011 Bern,Do 20.03.2014 10:15 Abgesagt,Medienkonferenz; Weitere Angaben folgen,Bernhard Salzmann; Leiter Kommunikation Schweizerischer Gewerbeverband sgv; Tel. 031 380 14 14,Schweizerischer Gewerbeverband sgv,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5039.html
35,Von-Wattenwyl-HausMaison de WattevilleJunkerngasse 59 Bern,Do 06.03.2014 16:00,Point de presse,"Roland Meier; Mediensprecher EFD / Porte-parole du DFF; 031 322 60 86, roland.meier@gs-efd.admin.ch",Eidgenössisches Finanzdepartement,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5040.html
36,"Medienzentrum Bundeshaus, KonferenzsaalCentre de presse du Palais fédéral, salle de conférencesCentro media di Palazzo federale, sala delle conferenze Bern",Mo 24.03.2014 10:30,"Medienkonferenz mit Bundesrätin Simonetta Sommaruga, Vorsteherin Eidgenössisches Justiz- und Polizeidepartement",Informationsdienst EJPD; Service d’information du DFJP; Servizio d’informazione DFGP; 031 322 18 18,Der Bundesrat,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5041.html
37,"Medienzentrum Bundeshaus, KonferenzsaalCentre de presse du Palais fédéral, salle de conférences Bern",Do 20.03.2014 08:30,Medienkonferenz; Einladung folgt,Angaben folgen,Bürgerliche Jungparteien,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5042.html
38,"Medienzentrum Bundeshaus, KonferenzsaalCentre de presse du Palais fédéral, salle de conférencesCentro media di Palazzo federale, sala delle conferenze Bern",Fr 07.03.2014 15:00,Medienkonferenz des Bundesrates; Die Medienkonferenz wird live übertragen. Nähere Angaben zu Themen und Teilnehmerinnen und Teilnehmern werden kurz vor Beginn auf www.tv.admin.ch aufgeschaltet.,Der Bundesrat,Links   www.tv.admin.ch,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5043.html
39,Salle MétropoleRue des Terreaux 15 Lausanne,Fr 14.03.2014 14:00 - 17:00,-,Georg Farago; Pressesprecher EDA / Porte-parole DFAE; +41 (0)79 301 70 35 georg.farago@eda.admin.ch,Eidgenössisches Departement für auswärtige Angelegenheiten,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5044.html
40,SchmiedstubeSchmiedenplatz 5Saal Amboss 3011 Bern,Do 10.04.2014 10:15,"Knapper werdende Bodenressourcen, Zweitwohnungen, Lex Koller und Wohnungsknappheit: Die Schweiz steht vor entscheidenden Herausforderungen in der Raumplanung. Wie die jüngsten Beispiele bei der Umsetzung des RPG und der Zweitwohnungsinitiative zeigen, funktioniert Raumplanung nur, wenn Wirtschaft und Gesellschaft entscheidend einbezogen sind. Zentralistische und ideologisch aufgeladene Lösungen scheitern. Der sgv legt zusammen mit der Tourismus- und Baubranche dar, wie die Raumplanung mit und nicht gegen Gesellschaft und Wirtschaft weiterentwickelt werden kann. ; Medienkonferenz; Referenten: • Jean-René Fournier, Ständerat und Vorstandsmitglied Schweizerischer Gewerbeverband sgv ; • Hans-Ulrich Bigler, Direktor Schweizerischer Gewerbeverband sgv; • Werner Messmer, Zentralpräsident Schweizerischer Baumeisterverband SBV; • Gugliermo Brentel, Präsident hotelleriesuisse",Bernhard Salzmann; Leiter Kommunikation Schweizerischer Gewerbeverband sgv; Tel. 031 380 14 14,Schweizerischer Gewerbeverband sgv,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5045.html
41,BernerhofGrosser SalonBundesgasse 3 Bern,Fr 14.03.2014 10:30 - 11:30,-,"Philipp Rohr; Verantwortlicher Kommunikation, Eidg. Finanzverwaltung; Responsable de la communication, Administration fédérale des finances; Responsabile Comunicazione, Amministrazione federale delle finanze (AFF); 031 325 16 06, philipp.rohr@efv.admin.ch",Eidg. Finanzverwaltung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5046.html
42,"Bernerhof, vor dem LeuchtersaalBernerhof, devant la « Leuchtersaal »Bernerhof, davanti alla «Leuchtersaal» Bern",Do 13.03.2014 16:30,"Im Anschluss an das Treffen wird eine Medienmitteilung publiziert. Zudem stehen die Vorsteherin des Eidgenössischen Justiz- und Polizeidepartements (EJPD) und der Vorsteher des Eidgenössischen Departements für Wirtschaft, Bildung und Forschung (WBF) für kurze Statements zur Verfügung.","Informationsdienst EJPD; Service d’information DFJP; Servizio d’informazione DFGP; +41 31 322 18 18, info@gs-ejpd.admin.ch; Informationsdienst WBF; Communication DEFR; Servizio d’informazione DEFR; +41 31 322 20 07, info@gs-wbf.admin.ch","Eidgenössisches Justiz- und Polizeidepartement EJPD und Eidgenössisches Departement für Wirtschaft, Bildung und Forschung WBF",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5047.html
43,BernerhofBundesgasse 3 Bern,Fr 14.03.2014 14:30,Medienkonferenz,Renato Kalbermatten; Sprecher VBS / Porte-parole DDPS / Portavoce del DDPS; 031 324 88 75,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5048.html
44,Bio-Bauernhof Daniel MaagDomaine bio de Daniel MaagHof Wiesengrund AGGrundstrasse 23 8154 Oberglatt (ZH),Mi 09.04.2014 10:30,-,Andreas Käsermann; Leiter Medienstelle - Responsable des médias; Telefon 061 204 66 25; Mobile 079 434 07 34; Mail andreas.kaesermann@bio-suisse.ch,Bio Suisse,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5049.html
45,"Medienzentrum Bundeshaus, KonferenzsaalCentre de presse du Palais fédéral, salle de conférences Bern",Mo 14.04.2014 09:00 - 11:00,-,"Patrik Ducrey, stv. Direktor; 079 345 01 44 ; patrik.ducrey@weko.admin.ch",Wettbewerbskommission,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5050.html
46,"Medienzentrum Bundeshaus, Kleiner KonferenzraumCentre de presse du Palais fédéral, petite salle de conférencesCentro media di Palazzo federale, piccola sala delle conferenze 3003 Bern",Mo 24.03.2014 09:30 - 10:30,Point de Presse,Thomas Jauch; 079 260 15 63,CVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5051.html
47,Serbien und Kosovo,Di 22.04.2014,Vom 22. bis 25. April 2014,"Anmeldungen und Auskünfte / Inscription et renseignements / Contatto per iscrizioni e informazioni: Carole Wälti, carole.waelti@eda.admin.ch, +41 (0)31 324 32 03",Eidgenössisches Departement für auswärtige Angelegenheiten,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5052.html
48,Hotel KreuzZeughausgasse 41 3011 Bern,Di 25.03.2014 10:30 - 11:30,Medienkonferenz,"vpod Zentralsekretariat- ssp secrétariat central; Leitung und Aufbau Kommunikation, Werbung und Kampagnen; Rahel Imobersteg; Telefon +41 44 266 52 29","VPOD Schweiz, Gruppe Koordination Stopp-TISA!",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5053.html
49,"Medienzentrum Bundeshaus, KonferenzsaalCentre de presse du Palais fédéral, salle de conférencesCentro media di Palazzo federale, sala delle conferenze Bern",Fr 21.03.2014 10:30 - 11:15,Medienkonferenz,alliance santé; Telefon +41 44 266 67 66; info@alliance‐sante.ch,alliance santé,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5054.html
50,"Bernerhof, LeuchtersaalBundesgasse 3 Bern",Mo 24.03.2014 11:15,Medienkonferenz (in Englisch),"Anne Césard; Kommunikation, Staatssekretariat für internationale Finanzfragen (SIF); Communication, Secrétariat d’Etat aux questions financières internationales (SFI); + 41 31 322 62 91; anne.cesard@sif.admin.ch",Eidgenössisches Finanzdepartement,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5055.html
51,Hotel Bellvue PalaceSalon RougeKochergasse 3 - 5 3011 Bern,Di 25.03.2014 10:00,Medienkonferenz,Schweizerischer Arbeitgeberverband; Daniela Baumann; +41 (0)44 421 17 43,Schweizerischer Arbeitgeberverband,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5056.html
52,Militärflugplatz PayerneBase aérienne de PayerneAerodromo militare di PayerneRoute de Morens 1530 Payerne (VD),Di 25.03.2014 09:15 - 13:15,"Referenten: ; Bundesrat Ueli Maurer, Chef VBS; Brigadier Werner Epper, Chef Luftwaffenstab; Oberstlt i Gst Pierre de Goumoens, F/A-18 Pilot",Karin Suini; Porte-parole DDPS / Sprecherin VBS / Portavoce del DDPS; 031 324 50 86,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5057.html
53,Polit-Forum KäfigturmMarktgasse 67 3011 Bern,Di 01.04.2014 13:00,"Medienkonferenz; Es werden sprechen; • Peter Tschudi, Präsident Initiativkomitee JA zur Hausarztmedizin (JZH);  • Marc Müller, Präsident Berufsverband Hausärzte Schweiz (MFE);  • Nicole Pellaud, Präsidentin  Schweizerische Gesellschaft für Pädiatrie (SGP);  • Jürg Schlup, Präsident Verbindung der Schweizer Ärzte  (FMH);  • Tresa Stübi, Präsidentin Schweizer Verband medizinischer  Praxisassistentinnen ( SVA);  • Dominique Jordan , Präsident  Schweizerischer Apothekerverband (pharmaSuisse);  • Pierre Théraulaz, Präsident Berufsverband der Pflegefachfrauen und  -männer (SBK);  • Walter Suter, Präsident Spitex; Anschliessend findet um 14.15 Uhr eine speziell für die Bildmedien attraktive  Aktion vor dem Bundeshaus statt. Zuvor werden die vier Hausärzte Franco Denti, François Héritier, Margot Enz und Monika Reber Feissli vor dem Bundeshaus eine kurze Rede halten.","Bernhard Stricker, Medienverantwortlicher Verein Initiativkomitee Ja zur Hausarztmedizin (Tel. 031 311 40 91); Petra Seeburger, Medienverantwortliche Berufsverband Hausärzte Schweiz (Tel.079 274 91 55)",Abstimmungskomitee «Ja zur medizinischen Grundversorgung»,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5058.html
54,Hotel KreuzSaal AnkerZeughausgasse 41 3011 Bern,Do 27.03.2014 10:15,"Medienkonferenz; Referenten: ; • Nationalrat Christophe Darbellay, CVP (VS); • Nationalrat Ulrich Giezendanner, SVP (AG); • Nationalrätin Petra Gössi, FDP (SZ); • Nationalrat Jürg Grossen, GLP (BE); • Nationalrätin Maja Ingold, EVP (ZH); • Grossrat Heinz Siegenthaler, BDP (BE)","Martin Baltisser, Generalsekretär SVP, 031 300 58 58 / 079 351 92 22","Überparteiliches Komitee ""Mindestlohn NEIN""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5059.html
55,Hôtel DuPeyrou Neuenburg,Do 27.03.2014 12:15,Fototermin,Information EDA / DFAE; Tel. +41 (0)31 322 31 53; info@eda.admin.ch,Eidgenössisches Departement für auswärtige Angelegenheiten,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5060.html
56,Holiday Inn Bern – WestsideRiedbachstrasse 96 3027 Bern,Mo 31.03.2014 12:30 - 13:15,"Point de presse; Über die Ergebnisse des Treffens informieren WBF-Vorsteher Schneider-Ammann, EDK-Präsident Christoph Eymann, SGV-Direktor Hans-Ulrich Bigler sowie SGB-Präsident Paul Rechsteiner","Evelyn Kobelt, Mediensprecherin WBF, ; 031 322 20 59, evelyn.kobelt@gs-wbf.admin.ch; Tiziana Fantini, Projektverantwortliche Kommunikation, Staatssekretariat für Bildung, Forschung und Innovation SBFI, ; 031 323 04 59","Eidgenössisches Departement für Wirtschaft, Bildung und Forschung",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5061.html
57,Ancienne Usine Schaublin Malleray-Bévilard (BE),Sa 29.03.2014,-,"Michael Sorg; Medienverantwortlicher SP Schweiz; Telefon 031 329 69 82 ,Mobile 079 785 86 08; Mail michael.sorg@spschweiz.ch; Gaël Bourgeois; Porte-parole adjoint du PS Suisse; Téléphone 031 329 69 85, Mobile 078 685 48 48; Courriel gael.bourgeois@pssuisse.ch",SP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-5062.html
