,0,1,2,3,4,5
10,"Bernerhof, Leuchtersaal Bern",Do 19.03.2009 15:30,Medienkonferenz des Bundesrates,Bundeskanzlei,Links   Pressekonferenz vom 18. März 2009,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1923.html
11,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Fr 27.03.2009 13:30 - 14:30,"Medienkonferenz; Publikation der Studie ""Quantifizierung der Übergänge zwischen Systemen der Sozialen Sicherheit (IV, ALV und Sozialhilfe)""",Rolf Camenzind; Leiter Kommunikation BSV / Chef du service Communication OFAS; 031 322 91 95,Bundesamt für Sozialversicherungen,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1924.html
12,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Fr 27.03.2009 11:00,Medienkonferenz,"Felix Endrich, Informationschef Verteidigung; Tel: ++41 31 323 21 15",Gruppe Verteidigung,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1925.html
13,Hotel Kreuz; Zeughausgasse 41 Bern,Di 19.05.2009 09:00,Medienkonferenz,"Therese Schmid, Travail.Suisse; 031 370 21 11",Travail.Suisse,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1927.html
14,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Mi 19.08.2009,Medienkonferenz des Bundesrates,Bundeskanzlei,Links   www.tv.admin.ch,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1929.html
15,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Mi 26.08.2009,Medienkonferenz des Bundesrates,Bundeskanzlei,Links   www.tv.admin.ch,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1930.html
16,"Erlacherhof, Junkerngasse 47 3011 Bern",Fr 03.04.2009 10:15 - 12:00,Präsentation einer Studie zu den Branchen Pharma und Banken,metrobasel; Steven Baltes; Aeschenvorstadt 4; 4010 Basel; Fax +41 61 272 11 42; E-Mail steven.baltes@metrobasel.org,metrobasel - Plattform für die Entwicklung der Metropolitanregion Basel,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1932.html
17,Kinemathek Lichtspiel; Bahnstrasse 21 3008 Bern,Fr 03.04.2009 09:30 - 10:15,Medienkonferenz,"Ursina Jakob, Informationsverantwortliche; Vollzugsstelle für den Zivildienst ZIVI; Uttigenstrasse 19, 3600 Thun; Tel +41 33 228 19 55",Zivildienst,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1933.html
18,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",So 27.09.2009,Medienkonferenz des Bundesrates,Bundeskanzlei,Links   Abstimmungsvorlagen   www.tv.admin.ch,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1934.html
19,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Do 02.04.2009 16:45 - 17:30,"Medienkonferenz mit Bundesrätin Eveline Widmer-Schlumpf und Regierungsrat Markus Notter, Präsident KKJPD","Stefan Leutert, Generalsekretariat KKJPD; 031 318 15 08",Konferenz der kantonalen Justiz- und Polizeidirektorinnen und -direktoren (KKJPD),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1936.html
20,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Mi 02.09.2009,Medienkonferenz des Bundesrates,Bundeskanzlei,Links   www.tv.admin.ch,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1937.html
21,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Fr 11.09.2009,Medienkonferenz des Bundesrates,Bundeskanzlei,Links   www.tv.admin.ch,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1938.html
22,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Fr 18.09.2009,Medienkonferenz des Bundesrates,Bundeskanzlei,Links   www.tv.admin.ch,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1940.html
23,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Mi 30.09.2009 14:00,Medienkonferenz des Bundesrates,Bundeskanzlei,Links   www.tv.admin.ch,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1941.html
24,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Mi 21.10.2009 11:15,Medienkonferenz des Bundesrates,Bundeskanzlei,Links   www.tv.admin.ch,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1944.html
25,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Mi 28.10.2009 11:30,Medienkonferenz des Bundesrates; 1. MK um 11:30 Uhr; 2. MK um 15:15 Uhr,Bundeskanzlei,Links   www.tv.admin.ch,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1945.html
26,Parlamentsgebäude; Palais du Parlement Bern,Mo 07.09.2009 14:30,Herbstsession der Eidgenössischen Räte (bis 25. September 2009),Bundesversammlung,Links   Die Bundesversammlung - Das Schweizer Parlament,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1946.html
27,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Di 31.03.2009 14:00,"Medienkonferenz mit: NR Christophe Darbellay (VS), Präsident der CVP Schweiz; NR Ruedi Lustenberger (LU), Mitglied der UREK; Maëlle Willemin, Kantonsrätin (JU), Mitglied der Umweltkommission","Markus Zollinger , CVP Schweiz; Tel. +41 (0)31 357 33 33; Tel. direkt +41 31 357 33 46",CVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1947.html
28,Haus der Kantone / Maison des Cantons; Speichergasse 6 3011 Bern,Mo 06.04.2009 09:30,Medienkonferenz; Integrierte Versorgung integrieren - KVG-Revision: Vorschläge der GDK zur ambulanten Gesundheitsversorgung,"GDK/CDS, Semya Ayoubi; 031 356 20 20",Gesundheitsdirektorenkonferenz GDK,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1948.html
29,Hotel Bellevue; Kochergasse 3 - 5; Salon Rouge 3011 Bern,Di 26.05.2009 12:45 - 14:15,"Referate und Podiumsdiskussion ""Es geht um mehr als um den Plastiksack""; Begrüssung: Nationalrätin Doris Fiala, Präsidentin Kunststoff Verband Schweiz (KVS); Auf dem Podium diskutieren: Dr. Ernesto Engel, Geschäftsführer Kunststoff Verband Schweiz (KVS); Dr. Hans-Peter Fahrni, Leiter Abteilung Abfall und Rohstoffe, Bundesamt für Umwelt (BAFU); Dr. Rolf Hartl, Geschäftsführer Schweizerische Erdölvereinigung; Christine Luther, Projektleiterin Ökologie, Migros-Genossenschafts-Bund MGB; Podiumsleitung: Roland Schlumpf, Leiter Bundeshaus-Redaktion Tages-Anzeiger","Dr. Ernesto Engel, Geschäftsführer Kunststoff Verband Schweiz; Tel. +41 (0)62 834 00 60, ernesto.engel@kvs.ch",Kunststoff Verband Schweiz  KVS,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1949.html
30,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Do 02.04.2009 14:00,Medienkonferenz,"Alain Hauert, Pressesprecher SVP Schweiz; 031 300 58 50",SVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1950.html
31,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Mi 29.04.2009 10:15 - 11:00,Medienorientierung,Clelia Kanai; Deputy Head of Team Marketing & Communications; Major International Events; Präsenz Schweiz / Présence Suisse; Tel. +41 31 322 56 92,Eidg. Departement für auswärtige Angelegenheiten (EDA) / Präsenz Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1952.html
32,Kunsthaus Grenchen; Bahnhofstrasse 53 2540 Grenchen,Do 14.05.2009 10:00,"Medienkonferenz; Vernissage: Samstag, 16. Mai 2009; Dauer der Ausstellung: 17. Mai bis 26. Juli 2009","Weitere Informationen über die Ausstellung: Eva Inversini, Künstlerische Leiterin Kunsthaus Grenchen; eva.inversini@kunsthausgrenchen.ch, 076 368 57 57; Weitere Informationen über die Bundeskunstsammlung und die Ausstellung: Pierre-André Lienhard, Konservator der Bundeskunstsammlung; pierre-andre.lienhard@bak.admin.ch, 031 323 82 71",Bundesamt für Kultur,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1953.html
33,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Do 09.04.2009 11:00 - 12:00,"Medienkonferenz mit: Bundesrat Pascal Couchepin, Vorsteher des Eidgenössischen Departements des Innern (EDI); Thomas Zeltner, Direktor BAG","Jean-Marc Crevoisier, responsable de la communication DFI / Kommunikationschef EDI; 031 322 80 16",Eidgenössisches Departement des Innern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1956.html
34,Hotel Bern; Zeughausgasse 9 Bern,Do 04.06.2009 10:00,"Medienkonferenz; ReferentInnen (u.a.): Otto Piller, ehem. Direktor des Bundesamtes für Sozialversicherungen; Prof. Ruth Gurny, Soziologin; Beat Ringger, geschäftsleitender Sekretär Denknetz","Beat Ringger; Geschäftsleitender Sekretär Denknetz; Denknetz, Postfach, CH 8036 Zürich; Tel +41 (0)79 339 87 76; beat.ringger@denknetz-online.ch",Denknetz Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1957.html
35,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Mo 20.04.2009 09:30 - 10:30,"Medienkonferenz; Referenten:; - Markus Gamper, Direktor, IV-Stelle Bern; - Alard du Bois-Reymond, Vize-Direktor BSV, Leiter GF Invalidenversicherung; - Ralf Kocher, Leiter Rechtsdienst, GF Invalidenversicherung, BSV",Kommunikation BSV / Communication OFAS; 031 325 93 13,Bundesamt für Sozialversicherungen,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1958.html
36,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Mi 15.04.2009 14:30,Medienkonferenz,"Alain Hauert, Pressesprecher SVP Schweiz; 031 300 58 50",SVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1960.html
37,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Fr 08.05.2009 13:00,Medienkonferenz,Bundeskanzlei,Links   Medienmitteilung vom 8. April 2009,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1962.html
38,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Di 28.04.2009 09:15 - 10:15,Medienkonferenz,"Nicole Beutler; Überparteiliches Komitee ""Ja zur Reisefreiheit!""; 031 312 18 48","Überparteiliches Komitee ""Ja zur Reisefreiheit""",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1963.html
39,UVEK / DETEC; Kochergasse 10; Sitzungszimmer / salle de réunion 121 Bern,Do 09.04.2009 10:15,Informationsgespräch,Pressedienst UVEK / Service de presse du DETEC; Tel. 031 322 55 11,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1964.html
40,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Fr 17.04.2009 10:30,Medienkonferenz,"Andreas Käsermann; akaesermann@spschweiz.ch, 079 434 07 34",SP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1967.html
41,Stade de Suisse Wankdorf Bern; YB Museum / Musée YB Bern,Mo 20.04.2009 13:30 - 15:00,Rückblick 2008 - Ausblick 2009,Barbara Meier; Klar Kommunikation; barbara.meier@klarkom.ch; 031 351 45 40,Stiftung Antidoping Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1970.html
42,"Politforum Käfigturm, Marktgasse 67 3003 Bern",Do 16.04.2009 10:00 - 11:00,"In einer Pilotstudie hat das Bundesamt für Gesundheit (BAG) zum ersten Mal nach einheitlichen Krite-rien verschiedene Akutspitäler miteinander verglichen. Mit der Publikation ""Qualitätsindikatoren der Schweizer Akutspitäler 2006"" macht das BAG nun einen Vorschlag, wie man diese Spitäler aufgrund von einigen aussagekräftigen Indikatoren beschreiben kann. Aus diesem Anlass führt das BAG ein Hintergrundgespräch für Medienschaffende durch.",Sabina Müller; Leiterin Sektion Kommunikation; Bundesamt für Gesundheit; Telefon 031 322 95 05,Bundesamt für Gesundheit,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1971.html
43,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Fr 24.04.2009 11:00,Medienkonferenz,"SSR-CSA; Muristr. 12; Postfach; 3000 Bern 31; Tel. 031 359 03 53, Fax 031 359 03 02 / www.ssr-csa.ch",Schweizerischer Seniorenrat,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1972.html
44,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Di 23.06.2009 11:00,Medienkonferenz,"Verena Hirsch; Pressestelle / Kommunikation; Service de presse / Communication; Bundesamt für Statistik BFS; Office fédéral de la statistique OFS; Espace de l'Europe 10, CH-2010 Neuchâtel; Tel +41 32 713 60 13",Bundesamt für Statistik (BFS) und Bundesamt für Kultur (BAK),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1974.html
45,Kunsthalle; Helvetiaplatz 1 3005 Bern,Mo 20.04.2009 10:30 - 11:30,Bekanntgabe der Preisträgerinnen und Preisträger der Eidgenössischen Förderpreise für Design 2009. 10.00 Türöffnung mit Kaffee und Gipfeli; 10.30 bis 11.30 Uhr Medienkonferenz mit anschliessendem Apéro,"Anne Weibel, responsable Communication OFC / Leiterin Kommunikation BAK; anne.weibel@bak.admin.ch, tél. 031 322 79 85; Anna Imfeld, Stv. Leiterin Kommunikation BAK; anna.imfeld@bak.admin.ch, Tel 031 322 92 34",Bundesamt für Kultur,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1975.html
46,Weltpostverein; Weltpoststrasse 4 3015 Bern,Di 28.04.2009 15:30 - 18:00,"Standortbestimmung nach der Blockierung des Weiterbildungsberichtes. Was sind die politischen Optionen? Wie soll es weitergehen? Moderation: Rudolf Strahm, Präsident des Schweizerischen Verbandes für Weiterbildung SVEB","Ruth Jermann, stv. Direktorin SVEB; ruth.jermann@alice.ch, 044 311 64 58",Schweizerischer Verband für Weiterbildung SVEB,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1976.html
47,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Fr 24.04.2009 09:15 - 10:30,"Markus Bernhard; Leiter Kommunikation ETH-Rat / Responsable Communication du Conseil des EPF; Tel. 044 632 20 03, Mobile: 079 759 53 12; markus.bernhard@ethrat.ch",ETH-Rat,"Attachments   Einladung an die Medien (PDF, 57 kB)",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1977.html
48,Université de Genève; Salle de conférence 010B / rez-de-chaussée; Konferenzraum 010B / Erdgeschoss; Ecole de Physique; Quai Ernest-Ansermet 24 Genf,Mi 22.04.2009 16:00,Medienkonferenz,"Irène Hediger, ZHdK, Institute for Cultural Studies in the Arts ICS, 043 446 64 06; Aurelia Müller, responsable art numérique, Office fédéral de la culture / Verantwortliche Medienkunst BAK, 031 323 89 43; Anne Weibel, responsable Communication OFC / Leiterin Kommunikation BAK, 031 322 79 85",Zürcher Hochschule der Künste (ZHdK) und Bundesamt für Kultur (BAK),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1978.html
49,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Mo 27.04.2009 10:15,"Point de presse; Teilnehmer: NR Christophe Darbellay, Präsident CVP Schweiz; NR Brigitte Häberli-Koller; NR Roberto Schmidt","Markus Zollinger, CVP Schweiz; 031 357 33 46",CVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1979.html
50,"Bundesamt für Sport BASPO, Halle End der Welt, Theorieraum 04/05; Office fédéral du sport OFSPO, salle de la Fin du Monde, salle de théorie 04/05 2532 Magglingen",Mo 06.07.2009 10:00 - 12:00,"Information zum Spitzensport in der Armee, Besuch Training",Corinne Müller; Medien und Kommunikation BASPO/ Communication OFSPO; 032 327 61 33,Bundesamt für Sport,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1982.html
51,"Centro sportivo nazionale della gioventù Tenero CST, Palestra Gottardo; Nationales Jugendsportzentrum Tenero CST, Sporthalle Gottardo; Centre sportif national de la jeunesse Tenero CST, Salle Gottardo 6598 Tenero",So 17.05.2009 18:00,Vom 17.-23. Mai 2009 vereint das Trainingslager 3T rund 500 Nachwuchstalente des Schweizer Spitzensports.,"Nicola Bignasca, communicazione CST; 091 735 61 04; Corinne Müller, Medien und Kommunikation BASPO / Communication OFSPO; 032 327 61 33",Bundesamt für Sport BASPO und Nationales Jugendsportzentrum CST in Zusammenarbeit mit Swiss Olympic,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1983.html
52,"Bundesamt für Sport BASPO, Halle End der Welt, Theorieraum 04/05; Office fédéral du sport OFSPO, salle de la Fin du Monde, salle de théorie 04/05 2532 Magglingen",Mi 20.05.2009 09:00 - 16:00,Thema: Das Potenzial von Sport und Bewegung zur sozialen Integration von Kindern und Jugendlichen,"Corinne Müller, Medien und Kommunikation BASPO / Communication OFSPO; 032 327 61 33",Bundesamt für Sport,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1984.html
53,Kornhausforum; Kornhausplatz 18 3011 Bern,Di 19.05.2009 10:00,"Anne Weibel, Leiterin Kommunikation BAK, Tel 031 322 79 85, anne.weibel@bak.admin.ch; Anna Aebischer, Stv. Leiterin Kommunikation BAK, 031 322 92 34, anna.aebischer-imfeld@bak.admin.ch",Bundesamt für Kultur,"Attachments   Einladung an die Medien (PDF, 83 kB)",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1985.html
54,Hotel Kreuz; Zeughausgasse 9 3011 Bern,Mi 29.04.2009 09:30,Medienkonferenz,"Ewald Ackermann, SGB / USS. 031 377 01 09",Schweizerischer Gewerkschaftsbund (SBG),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1986.html
55,Hotel Kreuz; Zeughausgasse 41 3011 Bern,Do 23.04.2009 10:15,Medienkonferenz,"Constanze Bunzemeier, Sekretariat des Netzwerks / Secrétariat du Réseau; 022 798 88 81",Schweizer Netzwerk der Partner für Bildungsarbeit,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1987.html
56,"Santifit, Kaufmännische Praxisfirma der SANTIS Training AG; Effingerstrasse 59 3008 Bern",Di 28.04.2009 10:00,Mediengespräch mit Bundesrätin Doris Leuthard; Das Mediengespräch findet im Anschluss an den Rundgang in der Praxisfirma Santifit (09.30 Uhr) statt.,"Simone Hug, Pressedienst EVD / Porte-parole du DFE; 031 322 20 25 / 079 597 34 36","Eidgenössisches Departement für Wirtschaft, Bildung und Forschung",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1988.html
57,Schweizerische Nationalbibliothek; Hallwylstrasse 15; 3003 Bern 3003 Bern,Do 14.05.2009 18:00,"„Ich brauche nichts umzulügen, nichts zu verbergen – ich darf alles, die volle Wahrheit sagen, weil ich nichts zu verlieren, folglich auch nichts zu fürchten habe.“ C.A. Loosli; Carl Albert Loosli gehörte zu den bedeutenden Intellektuellen und Schriftstellern der Schweiz. Die; Ausstellung zu seinem 50. Todestag beleuchtet sein gesellschaftspolitisches Wirken. Die Auseinandersetzung mit dem zu Lebzeiten diffamierten, widersprüchlichen Menschen C.A. Loosli erschliesst kultur- und sozialgeschichtliche Zusammenhänge der ersten Hälfte des 20. Jahrhunderts, deren Auswirkungen bis heute spürbar sind. „Ich schweige nicht!“ ist eine Ausstellung der Carl-Albert-Loosli-Gesellschaft, mit Unterstützung des Schweizerischen Literaturarchivs der Schweizerischen Nationalbibliothek, Konzeption und Realisation durch Palma3.",Schweizerische Nationalbibliothek,"Attachments   Ich schweige nicht! Carl Albert Loosli (1877-1959) (PDF, 1 MB)",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1989.html
58,Schweizerische Nationalbibliothek; Hallwylstrasse 15; 3003 Bern 3003 Bern,Di 12.05.2009 10:30,Medienkonferenz zur Ausstellung mit anschliessender Führung,Auskünfte: ronny.trachsel@palma3.ch,Schweizerische Nationalbibliothek,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1991.html
59,Burgerspital Bern; Bibliothek im EG; Bubenbergplatz 4 3011 Bern,Mi 29.04.2009 10:30 - 11:30,"Medienkonferenz; Referierende:; Trix Heberlein, Präsidentin Swisstransplant; PD Dr. med. Franz Immer, Direktor und CEO Swisstransplant; Prof. Dr. med. Stefan Marsch, Delegierter Schweizerische Gesellschaft für Intensivmedizin; Bettina Merz, Leiterin Pflege Intensiv- und Pflegestationen Universitätsspital Zürich; Monika Erb, Miss-Schweiz Finalistin 2001, Fotomodell; Dr. Géza Teleki, stv. Kommendator des Johanniter-Ordens in der Schweiz",Andreas Häner; Swisstransplant; Laupenstrasse 37; 3008 Bern; +41 (0)79 467 22 49,Swisstransplant,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1992.html
60,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Mi 04.11.2009 15:00,Medienkonferenz des Bundesrates,Bundeskanzlei,Links   www.tv.admin.ch,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1994.html
61,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Mi 11.11.2009 13:15,Medienkonferenz des Bundesrates,Bundeskanzlei,Links   www.tv.admin.ch,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-1995.html
