,0,1,2,3,4,5
10,Restaurant & Zunftstube Weisser Wind; Oberdorfstrasse 20 8001 Zürich,Mi 11.07.2012 10:30,Medienkonferenz,"Helen Sandmeier, Medienstelle Schweizer Tierschutz STS; Tel. 079 357 32 04, media@tierschutz.com",Schweizer Tierschutz STS,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4211.html
11,"Medienzentrum Bundeshaus, Konferenzsaal Bern",Fr 06.07.2012 10:30,Medienkonferenz,"Matthias Leitner; Kampagnenleiter FDP.Die Liberalen, 031 320 35 33; 079 794 32 39; Philippe Miauton; porte-parole PLR.Les Libéraux Radicaux; 031 320 35 35; 079 277 68 41",Komitee „Nein zum radikalen Rauchverbot“,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4212.html
12,Medienzentrum Bundeshaus; Konferenzsaal; Bern Bern,Di 21.08.2012 13:30,Pressekonferenz,"Elsbeth Steiner; Eidgenössische Kommission für Migrationsfragen EKM; elsbeth.steiner@bfm.admin.ch; Quellenweg 6, 3003 Bern-Wabern; Tel 031 324 52 61 / 079 292 34 79",Eidgenössische Migrationskommission,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4213.html
13,Profitcenter Alcosuisse; Route de la Communance 58 2800 Delémont,Di 10.07.2012 11:15 - 12:00,"Die Eidgenössische Alkoholverwaltung überträgt Brennapparatesammlung dem Kanton Jura. Unterschrift einer Vereinbarung, Medienkonferenz und kurze geführte Besichtigung der grössten und repräsentativsten Brennkessel-Sammlung der Schweiz (etwa 160 Objekte). Redner: Elisabeth Baume-Schneider, derzeitige jurassische Regierungspräsidentin und Vorsteherin der Direktion Bildung, Kultur und Sport, und Alexandre Schmidt, Direktor der eidgenössischen Alkoholverwaltung.","Eidgenössische Alkoholverwaltung (EAV); Nicolas Rion, Leiter Kommunikation; info@eav.admin.ch; Tel. 031 309 12 64",Eidg. Alkoholverwaltung (bis 12.2017),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4214.html
14,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle des conférences Bern",Mi 11.07.2012 14:00 - 15:00,Medienkonferenz,Hauseigentümerverband Schweiz; Seefeldstrasse 60; Postfach; 8032 Zürich; Tel. 044 254 90 20; E-Mail: www.hev-schweiz.ch,Hauseigentümerverband Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4215.html
15,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Di 14.08.2012 10:00,Medienkonferenz des Bundesrates,"Nicole Lamon, Leiterin Kommunikation EDI / Chef Communication DFI; Tel. 031 322 80 16",Der Bundesrat,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4216.html
16,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Mo 20.08.2012 10:00,Medienkonferenz des Bundesrates,"Nicole Lamon, Leiterin Kommunikation EDI / Chef Communication DFI; Tel. 031 322 80 16",Der Bundesrat,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4217.html
17,"Medienzentrum des Bundeshauses, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Mi 11.07.2012 10:30,Medienkonferenz,"Silvia Bär, stv. Generalsekretärin SVP Schweiz; Tel. 031 300 58 58",SVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4218.html
18,Alle Tagungsorte befinden sich in der Altstadt von Poschiavo (Borgo di Poschiavo) Poschiavo,Mi 05.09.2012 07:30,-,"Rudolf Menzi, Kommunikationschef; rudolf.menzi@are.admin.ch; Tel. 031 322 40 55","Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4219.html
19,Alle Tagungsorte befinden sich in der Altstadt von Poschiavo (Borgo di Poschiavo): Poschiavo,Do 06.09.2012 07:30,-,"Rudolf Menzi, Kommunikationschef; rudolf.menzi@are.admin.ch; Tel. 031 322 40 55","Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4220.html
20,Alle Tagungsorte befinden sich in der Altstadt von Poschiavo (Borgo di Poschiavo): Poschiavo,Fr 07.09.2012 07:30,-,"Rudolf Menzi, Kommunikationschef; rudolf.menzi@are.admin.ch; Tel. 031 322 40 55","Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4221.html
21,Alle Tagungsorte befinden sich in der Altstadt von Poschiavo (Borgo di Poschiavo): Poschiavo,Sa 08.09.2012 09:00,-,"Rudolf Menzi, Kommunikationschef; rudolf.menzi@are.admin.ch; Tel. 031 322 40 55","Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4222.html
22,Alle Tagungsorte befinden sich in der Altstadt von Poschiavo (Borgo di Poschiavo): 7742 Poschiavo,Do 06.09.2012 09:00,-,"Rudolf Menzi, Kommunikationschef, rudolf.menzi@are.admin.ch; Tel. 031 322 40 55","Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4223.html
23,Casa Console Poschiavo,Fr 07.09.2012 11:45,Medienkonferenz,"Rudolf Menzi, Kommunikationschef; rudolf.menzi@are.admin.ch; Tel. 031 322 40 55","Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4224.html
24,Hotel Bern; Zeughausgasse 9 3011 Bern,Mo 03.09.2012 09:45,Pressekonferenz,"Ewald Ackermann, Kommunikation SGB / Communication USS; Tel. 031 377 01 09 (direkt/ligne directe)",Schweizerischer Gewerkschaftsbund SGB,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4225.html
25,Palazzo Morettini; Via Cappuccini 12 Locarno,Fr 03.08.2012 10:30,-,"Peter Lauener, Kommunikationsberater EDI, Generalsekretariat GS-EDI; Tel. 031 322 82 31; peter.lauener@gs-edi.admin.ch",Eidgenössisches Departement des Innern,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4226.html
26,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences; Centro media di Palazzo federale, sala delle conferenze Bern",Mo 03.09.2012 11:00 - 12:00,Medienkonferenz,BAG Kommunikation; Eva van Beek; Bundesamt für Gesundheit BAG; Tel. +41 (31) 324 28 35; media@bag.admin.ch,"BAG, EKAS, SECO, BAFU, BLW und SVV",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4227.html
27,"Alpage du Creux de Champ, Les Diablerets (VD) Alpage du Creux de Champ, Les Diablerets (VD)",Di 31.07.2012 13:15 - 16:00,Am 31. Juli 2012 werden sich Bundesrätin Doris Leuthard und die Waadtländer Staatsrätin Jacqueline de Quattro bei einem Besuch auf der Alp Creux de Champ bei Les Diablerets (VD) vor Ort ein Bild von der Arbeit der Herdenschutzhunde machen.,Elisabeth Maret; Sektion Medien / section Médias /sezione Media; Bundesamt für Umwelt BAFU / Office fédéral de l’environnement OFEV / Ufficio federale dell’ambiente (UFAM); Tel. 079 371 62 82,"Eidgenössisches Departement für Umwelt, Verkehr, Energie und Kommunikation",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4228.html
28,"Medienzentrum Bundeshaus, Konferenzsaal Bern",Do 09.08.2012 10:00,Medienkonferenz,Beatrice Huber; Telefon 044 226 50 17; beatrice.huber@satw.ch,Akademien der Wissenschaften Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4230.html
29,"Medienzentrum Bundeshaus, Konferenzsaal Bern",Do 30.08.2012 09:00,"Pressekonferenz; anschliessend Städtetag zum Thema ""Das politische und wirtschaftliche Gewicht der urbanen Schweiz im Fokus""","Martin Tschirren, stv. Direktor Städteverband; Tel. 031 356 32 34; martin.tschirren@staedteverband.ch",Schweizerischer Städteverband,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4231.html
30,"Medienzentrum Bundeshaus, Konferenzsaal Bern",Mo 30.07.2012 14:00,Medienkonferenz,SP Schweiz; Kampagnen & Kommunikation; Telefon 031 329 69 89; Fax 031 329 69 70; presse@spschweiz.ch,SP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4232.html
31,Schachenweidstrasse 2 6105 Schachen (LU),Sa 08.09.2012 10:00 - 17:00,"Fünf Millionen Liter hochgradigen Alkohols (Ethanol) lagert die EAV seit dem 2. Weltkrieg in Felsstollen in Schachen (LU). Das Lager bildet heute einen Teil des Logistikbetriebes Alcosuisse, dem Profitcenter der EAV. Im Rahmen ihres 125-Jahr-Jubiläums nimmt die EAV an den Europäischen Tagen des Denkmals 2012 teil und öffnet am 8. September 2012 die Türen des Lagerbetriebs Schachen für die Öffentlichkeit. Entdecken Sie die vielen Facetten von Alkohol auf einem spannenden und interaktiven Rundgang durch ein Geflecht aus Röhren und alten Tunneln. Erfahren Sie, wie das Gefahrengut Ethanol heute mit moderner Technologie gelagert, abgefüllt und transportiert wird. Fahren Sie zudem mit der Kronenberger Rangierlokomotive von 1941 und kosten Sie die besten Schweizer Spirituosen. Programm:; 10, 12 und 15 Uhr: Führungen durch Mario Blum, Betriebsleiter (ca. 1 Std.). 10 bis 17 Uhr: Manöver mit Kronenberger Rangierlokomotive von 1941, Ausstellung zur Geschichte des Lagerbetriebs sowie Degustation der besten Schweizer Spirituosen.",info@eav.admin.ch,Eidg. Alkoholverwaltung (bis 12.2017),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4233.html
32,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences; Centro media di Palazzo federale, sala delle conferenze Bern",Fr 07.12.2012 13:30,Medienkonferenz des Bundesrates; Die Medienkonferenz wird live übertragen. Nähere Angaben zu Themen und Teilnehmerinnen und Teilnehmern werden kurz vor Beginn auf www.tv.admin.ch aufgeschaltet.,Der Bundesrat,Links   www.tv.admin.ch,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4234.html
33,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences; Centro media di Palazzo federale, sala delle conferenze Bern",Mi 16.01.2013 11:00,Medienkonferenz des Bundesrates; Die Medienkonferenz wird live übertragen. Nähere Angaben zu Themen und Teilnehmerinnen und Teilnehmern werden kurz vor Beginn auf www.tv.admin.ch aufgeschaltet.,Der Bundesrat,Links   www.tv.admin.ch,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4235.html
34,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences; Centro media di Palazzo federale, sala delle conferenze Bern",Mi 23.01.2013 13:30,Medienkonferenz des Bundesrates; Die Medienkonferenz wird live übertragen. Nähere Angaben zu Themen und Teilnehmerinnen und Teilnehmern werden kurz vor Beginn auf www.tv.admin.ch aufgeschaltet.,Der Bundesrat,Links   www.tv.admin.ch,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4236.html
35,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences; Centro media di Palazzo federale, sala delle conferenze Bern",Mi 30.01.2013 14:00,Point de presse mit Bundesratssprecher André Simonazzi; Die Medienkonferenz wird live übertragen. Nähere Angaben zu Themen und Teilnehmerinnen und Teilnehmern werden kurz vor Beginn auf www.tv.admin.ch aufgeschaltet.,Der Bundesrat,Links   www.tv.admin.ch,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4237.html
36,"Bernerhof, Leuchtersaal; Bundesgasse 3 Bern",Di 07.08.2012 11:00,Halbjahresbilanz des Präsidialjahrs und Ausblick,"Roland Meier, Mediensprecher EFD; Anmeldung bis Montag, 6. August 2012, 12:00 Uhr, an roland.meier@gs-efd.admin.ch",Eidgenössisches Finanzdepartement,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4238.html
37,Medienzentrum Bundeshaus; Konferenzsaal; Bundesgasse 8 - 12 Bern,Mo 13.08.2012 10:15,Abstimmung vom 23. September 2012: JA zur eidgenössischen Volksinitiative „Schutz vor Passivrauchen“,"Geschäftsstelle Allianz „Schutz vor Passivrauchen“; c/o Lungenliga Schweiz; Barbara Weber, Mediensprecherin; Tel. 031 378 20 72; info@rauchfrei-ja.ch",Initiativkomitee eidg. Volksinitiative „Schutz vor Passivrauchen“,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4239.html
38,Konferenzsaal; Medienzentrum Bundeshaus Bern,Di 14.08.2012 14:00,Medienkonferenz,Suleika Baumgartner; Redaktorin und Fachsekretärin; Rédactrice et secrétaire politique; Waisenhausplatz 21; 3011 Bern; Tel. 031 326 66 02,Grüne,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4240.html
39,Hotel Bellvue Palace; Kochergasse 3 - 5 3011 Bern,Fr 26.10.2012 11:00,Medienkonferenz,Oswald Sigg; 079 301 73 39; mailto:oswald.sigg@gmail.com,Stiftung Öffentlichkeit und Gesellschaft,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4241.html
40,Basel,Sa 25.08.2012,Nähere Angaben folgen,"Marianne Binder; Kommunikationschefin CVP/Resp. de la communicaiton; 079 686 01 31, binder@cvp.ch",CVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4242.html
41,Ecole professionnelle de Martigny; chem. de Grimisuat 8 1920 Martigny (VS),Fr 23.11.2012 13:00,"Bundesrat Johann N. Schneider-Ammann, Vorsteher des eidgenössischen Volkswirtschaftsdepartements EVD, informiert über das verabschiedete Massnahmenpapier der 8. Nationalen Lehrstellenkonferenz.",Kommunikation BBT / Communication OFFT / Comunicazione UFFT; medien@bbt.admin.ch,"Eidgenössisches Departement für Wirtschaft, Bildung und Forschung",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4243.html
42,Benediktinerinnenkloster St. Lazarus; Klosterweg 2 6462 Seedorf (UR),Di 28.08.2012 11:00,8. / 9. 9. 2012 19. Europäische Tage des Denkmals - Stein und Beton; Eröffnungsfeier und Medienkonferenz,"Daniela Schneuwly / Myriam Schlesinger; Europäische Tage des Denkmals; Nationale Informationsstelle für Kulturgüter-Erhaltung NIKE; Kohlenweg 12, Postfach 111, 3097 Liebefeld; Telefon 031 336 71 11, Fax 031 333 20 60, E-Mail: info@nike-kultur.ch",Nationale Informationsstelle für Kulturgüter-Erhaltung NIKE,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4244.html
43,"Medienzentrum Bundeshaus, kleiner Konferenzraum; Centre de presse du Palais fédéral, petite salle de conférences Bern",Do 16.08.2012 11:00 - 12:00,Medienkonferenz anlässlich der Lancierung der Abstimmungskampagne,"IG jugend & musik, Tel. 062 822 76 42; info@igjugendundmusik.ch",IG jugend und musik,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4245.html
44,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Di 28.08.2012 09:15 - 10:15,Medienkonferenz,Schweizerischer Nationalfonds; Abteilung Kommunikation; Kathrin Sterchi; Wildhainweg 3; 3001 Bern; Tel. +41 (31) 308 23 87,Schweizerischer Nationalfonds SNF,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4246.html
45,Parlamentsgebäude / Zimmer 287; Palais du Parlement / salle 287 Bern,Mi 15.08.2012 15:30,Themen: Agrarpolitik 2014-2017; Kollektivanlagengesetz. Änderung; Genehmigung der Änderungen der Bankenverordnung und der Eigenmittelverordnung (too big to fail). Bundesbeschluss; Steueramtshilfegesetz; Beginn nicht vor 15.30 Uhr,WAK-N,"Attachments   Einladung an die Medien (PDF, 13 kB)",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4247.html
46,Hotel Bern; Zeughausgasse 9 3011 Bern,Di 21.08.2012 10:15,"Medienkonferenz mit: Paul Rechsteiner, Präsident des Schweizerischen Gewerkschaftsbundes (SGB); Renzo Ambrosetti, Co-Präsident Gewerkschaft UNIA; Daniel Lampart, Chefökonom SGB","Thomas Zimmermann; Leiter Kommunikation SGB/Responsable de la communication de l’USS; 031 377 01 06 (direkt/ligne directe), 079 249 59 74 (Mobile/portable)",Schweizerischer Gewerkschaftsbund SGB,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4248.html
47,"Parlamentsgebäude, vor dem Zimmer 286; Palais du Parlement, devant la salle 286 Bern",Di 14.08.2012 17:30,Thema: Finanzplatz. Aktualitäten,WAK-N,"Attachments   Einladung an die Medien (PDF, 11 kB)",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4249.html
48,Institut für Geistiges Eigentum; Saal Paris; Stauffacherstrasse 59g Bern,Di 30.10.2012 11:15 - 12:00,"Medienkonferenz zum erfolgten Start des Integrationsdialogs der Tripartiten Agglomerationskonferenz mit der Arbeitswelt; Mit: Guy Morin, Präsident der Tripartiten Agglomerationskonferenz (TAK); Simonetta Sommaruga, EJPD-Vorsteherin; Rozan Kayra, Sozialarbeiterin FH und Systemtherapeutin ZSB; Pascal Broulis, Präsident der Konferenz der Kantonsregierungen (KdK); Jean-François Rime, Präsident des Schweizerischen Gewerbeverbands (sgv); Klaus Künzli, Präsident von GastroSuisse; Heinrich Bütikofer, Vizedirektor des Schweizerischen Baumeisterverbands (SBV); Marcel Guignard, Präsident des Schweizerischen Städteverbands (SSV);",Nicole Gysin; TAK-Geschäftsstelle; n.gysin@kdk.ch; 031 320 30 15,Tripartite Agglomerationskonferenz (TAK),https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4250.html
49,Hotel Kreuz; Zeughausgasse 41 Bern,Di 28.08.2012 09:45,Medienkonferenz,"Pia Stebler, Dr. Pia Stebler Consulting; Frey-Herosé-Strasse 25, 5000 Aarau; Telefon: 062 824 30 00 / 079 674 45 45; E-Mail: stebler@steblerconsulting.ch",Verein Stromeffizienz-Initiative,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4251.html
50,Hotel Bern; Zeughausgasse 9 3011 Bern,Di 02.10.2012 10:15,Medienkonferenz,"Thomas Zimmermann; Kommunikation SGB/Responsable de la communication de l’USS; 031 377 01 06 (direkt/ligne directe), 079 249 59 74 (mobile/portable)",Schweizerischer Gewerkschaftsbund SGB,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4252.html
51,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Di 21.08.2012 14:30,Themen: Tiger-Teilersatz; Fis Heer. Zwischenbericht des VBS,SiK-N,"Attachments   Einladung an die Medien (PDF, 11 kB)",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4253.html
52,Kursaal Bern; Kornhausstrasse 3 3013 Bern,Di 11.09.2012 09:00 - 16:00,-,EDA/DFAE; Abteilung Menschliche Sicherheit AMS; E-Mail: pd-ams-jahreskonferenz@eda.admin.ch; Facebook page: Swiss FDFA conference «Business Human Rights and Peace »,Eidgenössisches Departement für auswärtige Angelegenheiten,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4254.html
53,"Medienzentrum Bundeshaus, Konferenzsaal; Centre de presse du Palais fédéral, salle de conférences Bern",Mo 20.08.2012 13:30,"Medienkonferenz; Referenten: Nationalrat Toni Brunner (SG), Präsident SVP Schweiz; Nationalrat Guy Parmelin (VD); Nationalrat Hans Killer (AG","Martin Baltisser, Generalsekretär SVP Schweiz; 031 300 58 58",SVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4255.html
54,Congress Center Basel,Sa 25.08.2012 10:30,Delegiertenversammlung,"Martin Baltisser, Generalsekretär SVP Schweiz; 031 300 58 58",SVP Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4256.html
55,Umweltarena Spreitenbach 8957 Spreitenbach (AG),Fr 19.10.2012 10:15 - 15:30,mit Bundespräsidentin Eveline Widmer-Schlumpf,"Solar Agentur Schweiz (SAS); Postfach 2272, 8033 Zürich; Tel. 044 252 40 04, Fax 044 252 52 19; info@solaragentur.ch",Solar Agentur Schweiz,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4257.html
56,Empfangs- und Verfahrenszentrum Basel; Freiburgerstrasse 50 4057 Basel,Di 21.08.2012 09:30 - 10:30,Point de presse,Jürg Walpen; Bundesamt für Migration / Office fédéral des migrations / Ufficio federale della migrazione; Tel. +41 31 325 42 03,Staatssekretariat für Migration,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4258.html
57,Sitz des ENSI in Brugg (Industriestrasse 19) / Au siège de l‘IFSN à Brugg AG (Industriestrasse 19) 5200 Brugg,Di 04.09.2012 08:45 - 12:30,"Referenten: - Bundesrätin Doris Leuthard, Vorsteherin des Eidgenössischen Departements für Umwelt, Verkehr, Energie und Kommunikation; - Hans Wanner, Direktor des Eidgenössischen Nuklearsicherheitsinspektorats; Podium: - Stefan Müller-Altermatt, Nationalrat CVP, Mitglied UREK-N; - Gery Meier, Gemeindepräsident Däniken; - Stephan Döhler, Präsident swissnuclear; - Kaspar Schuler, Bereichsleiter Klima und Energie, Greenpeace Schweiz; - Georg Schwarz, Stv. Direktor ENSI, Leiter Aufsichtsbereich Kernkraftwerke; Organisatorisches: Diese Einladung gilt nur für Medienschaffende. Für die Teilnahme ist eine schriftliche Anmeldung bis am 30. August 2012 an info@ensi.ch obligatorisch. Im Anschluss an die Veranstaltung besteht die Möglichkeit zu Gesprächen mit den Teilnehmenden des Forums.",Sebastian Hueber; Leiter Kommunikation ENSI; Tel. 056 460 86 00; sebastian.hueber@ensi.ch,Eidgenössisches Nuklearsicherheitsinspektorat,https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4259.html
58,Waffenplatz Thun (Eingangskontrolle Dufourkaserne); Place d’armes de Thoune (Contrôle d’entrée de la caserne Dufour); Piazza d’armi di Thun (Controllo d'entrata alla caserma Dufour) Thun (BE),Di 28.08.2012 09:45 - 11:30,Im Rahmen dieses Treffens sind Einzelinterviews möglich,Silvia Steidle; Sprecherin VBS / Porte-parole du DDPS / Portavoce del DDPS; 031 324 50 86,"Eidgenössisches Departement für Verteidigung, Bevölkerungsschutz und Sport",https://www.admin.ch/gov/de/start/dokumentation/veranstaltungen.event-id-4260.html
