,0,1,2,3,4,5
10,Mi 17.10.2018,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-6851.html,
11,Mo 22.10.2018 10:15,Bern,"Einladung zur Medienkonferenz, Jahrbuch Qualität der Medien",Kurt Imhof Stiftung für Medienqualität,/gov/de/start/dokumentation/veranstaltungen.event-id-7128.html,
12,Mi 24.10.2018,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-6852.html,
13,Mi 31.10.2018,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-6853.html,
14,Mi 07.11.2018,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-6854.html,
15,Mi 14.11.2018,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-6855.html,
16,Mi 21.11.2018,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-6856.html,
17,So 25.11.2018,Bern MZ,Volksabstimmung vom 25.11.2018,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-6862.html,
18,Fr 30.11.2018,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-6857.html,
19,Fr 07.12.2018,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-6858.html,
20,Fr 14.12.2018,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-6859.html,
21,Mi 19.12.2018,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-6860.html,
22,Mi 16.01.2019,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-7039.html,
23,Mi 30.01.2019,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-7041.html,
24,Mi 13.02.2019,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-7042.html,
25,Mi 20.02.2019,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-7043.html,
26,Mi 27.02.2019,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-7044.html,
27,Mi 17.04.2019,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-7047.html,
28,Di 14.05.2019 10:00 - 11:00,Bern MZ,Jahresmedienkonferenz der OAK BV,Oberaufsichtskommission Berufliche Vorsorge,/gov/de/start/dokumentation/veranstaltungen.event-id-7110.html,
29,Di 02.10.2018 10:00,Bern MZ,Abstimmungs-Medienkonferenz zur Hornkuh-Initiative,Initiativkomitee der Hornkuh Initiative,/gov/de/start/dokumentation/veranstaltungen.event-id-7125.html,
30,Di 02.10.2018 11:30,Bern MZ,Ja zur direkten Demokratie - Ja zur Selbstbestimmung,Komitee «Ja zur Selbstbestimmung»,/gov/de/start/dokumentation/veranstaltungen.event-id-7129.html,
31,Do 04.10.2018 09:30,Bern MZ,NEIN-Bündnis gegen die «Selbstbestimmungs»-Initiative,NEIN-Bündnis gegen die «Selbstbestimmungs»-Initiative,/gov/de/start/dokumentation/veranstaltungen.event-id-7126.html,
32,Fr 05.10.2018 10:30 - 11:30,Bern MZ,Einladung zur Medienkonferenz des Referendumskomitees «Nein zum Entwaffnungsdiktat der EU»,IGS Interessengemeinschaft Schiessen Schweiz,/gov/de/start/dokumentation/veranstaltungen.event-id-7127.html,
33,Mo 08.10.2018 11:00 - 11:45,Bern MZ,Prüfbericht der Internationale Energie-Agentur IEA zur Schweizer Energiepolitik,Bundesamt für Energie,/gov/de/start/dokumentation/veranstaltungen.event-id-7123.html,
34,Di 09.10.2018 10:00,Bern MZ,Gesetzliche Grundlage für die Überwachung von Versicherten,Eidgenössisches Departement des Innern,/gov/de/start/dokumentation/veranstaltungen.event-id-7120.html,
35,Mi 10.10.2018,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-6850.html,
36,Fr 12.10.2018 10:30,Bern,Repräsentative Studie „Barometer Gute Arbeit“ zeigt Qualität der Arbeitsbedingungen in der Schweiz,"Travail.Suisse, Syna, BFH",/gov/de/start/dokumentation/veranstaltungen.event-id-7117.html,
37,So 14.10.2018,Belgrad,Bessere Arbeitsmarktchancen für junge Frauen und Männer in Serbien – Engagement der Schweiz zur Verbesserung der beruflichen Aus- und Weiterbildung,Eidgenössisches Departement für auswärtige Angelegenheiten,/gov/de/start/dokumentation/veranstaltungen.event-id-7067.html,
38,Di 16.10.2018 15:00 - 17:00,Bern,20 Jahre Eidgenössischen Ethikkommission für die Biotechnologie im Ausserhumanbereich (EKAH),Eidg. Ethikkommission für die Biotechnologie im Ausserhumanbereich EKAH,/gov/de/start/dokumentation/veranstaltungen.event-id-7130.html,
39,Mi 17.10.2018,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-6851.html,
40,Mo 22.10.2018 10:15,Bern,"Einladung zur Medienkonferenz, Jahrbuch Qualität der Medien",Kurt Imhof Stiftung für Medienqualität,/gov/de/start/dokumentation/veranstaltungen.event-id-7128.html,
41,Mi 24.10.2018,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-6852.html,
42,Mi 31.10.2018,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-6853.html,
43,Mi 07.11.2018,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-6854.html,
44,Mi 14.11.2018,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-6855.html,
45,Mi 21.11.2018,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-6856.html,
46,So 25.11.2018,Bern MZ,Volksabstimmung vom 25.11.2018,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-6862.html,
47,Fr 30.11.2018,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-6857.html,
48,Fr 07.12.2018,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-6858.html,
49,Fr 14.12.2018,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-6859.html,
50,Mi 19.12.2018,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-6860.html,
51,Mi 16.01.2019,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-7039.html,
52,Mi 30.01.2019,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-7041.html,
53,Mi 13.02.2019,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-7042.html,
54,Mi 20.02.2019,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-7043.html,
55,Mi 27.02.2019,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-7044.html,
56,Mi 17.04.2019,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-7047.html,
57,Di 14.05.2019 10:00 - 11:00,Bern MZ,Jahresmedienkonferenz der OAK BV,Oberaufsichtskommission Berufliche Vorsorge,/gov/de/start/dokumentation/veranstaltungen.event-id-7110.html,
58,Di 02.10.2018 10:00,Bern MZ,Abstimmungs-Medienkonferenz zur Hornkuh-Initiative,Initiativkomitee der Hornkuh Initiative,/gov/de/start/dokumentation/veranstaltungen.event-id-7125.html,"Am 25. November kommt die Hornkuh-Initiative zur Eidgenössischen Volksabstimmung.Die drei Vertreterinnen und Vertreter des Initiativkomitees- Armin Capaul, Bergbauer und Initiant- Anet Spengler Neff, Mitarbeiterin am Forschungsinstitut für Biologischen Landbau- Tamara Fretz, Tierpsychologin und Cow Signals®-Beraterinerklären euch das Anliegen. Sie erläutern auch die Eckpunkte der Umsetzung und stehen euch für Fragen zur Verfügung."
59,Di 02.10.2018 11:30,Bern MZ,Ja zur direkten Demokratie - Ja zur Selbstbestimmung,Komitee «Ja zur Selbstbestimmung»,/gov/de/start/dokumentation/veranstaltungen.event-id-7129.html,"Das Komitee «Ja zur Selbstbestimmung» lädt zu einer Pressekonferenz mit Nationalrat Albert Rösti, Ständerat Thomas Minder, Nationalrätin Céline Amaudruz, Nationalrat Hans-Ueli Vogt und Nationalrat und Kampagnenverantwortlicher Thomas Matter ein."
60,Do 04.10.2018 09:30,Bern MZ,NEIN-Bündnis gegen die «Selbstbestimmungs»-Initiative,NEIN-Bündnis gegen die «Selbstbestimmungs»-Initiative,/gov/de/start/dokumentation/veranstaltungen.event-id-7126.html,"Am 25. November 2018 entscheidet die Schweizer Bevölkerung über die «Selbstbestimmungs»-Initiative. Die Volksinitiative der SVP „Schweizer Recht statt fremde Richter“ (Selbstbestimmungsinitiative) greift das Völkerrecht und internationale Verträge auf breiter Front an. Sie nimmt für sich in Anspruch, der Verfassung gegenüber dem „bösen“ Völkerrecht zum Durchbruch zu verhelfen – doch kann sie aufgrund ihrer Unklarheiten und Widersprüche nicht einmal ihr eigenes Versprechen einlösen. Statt Rechtssicherheit schafft sie Unsicherheit. Dagegen wehrt sich ein breites Bündnis. Es vereint in verschiedenen Komitees FDP, SP, CVP, Grüne, GLP, BDP, EVP Wirtschaftsverbände und Vertreter der Zivilgesellschaft im Kampf gegen die «Selbstbestimmungs»-Initiative. Gerne laden wir Sie ein, um Ihnen unsere Argumente zu erläutern. VertreterInnen des NEIN-Bündnisses an der Medienkonferenz: › Andrea Huber, Geschäftsführerin Allianz der Zivilgesellschaft - Schutzfaktor M, 078 775 86 80› Philipp Müller, Ständerat FDP (AG), 079 330 20 79› Nadine Masshardt, Nationalrätin SP (BE), 079 312 79 80› Beat Vonlanthen, Ständerat CVP (FR), 079 300 48 62› François Gabella, Vize-Präsident Swissmem, 079 244 08 39› Laura Zimmermann, Co-Präsidentin Operation Libero, 076 427 22 75› Prof. Dr. Astrid Epiney, Rechtswissenschaftlerin, 026 300 80 94› Beat Flach, Nationalrat glp (AG), 079 402 91 12› Balthasar Glättli, Nationalrat (ZH), 076 334 33 66› BDP Schweiz, Medienstelle, 031 350 40 10› Marianne Streiff, Nationalrätin (BE), 079 664 74 57"
61,Fr 05.10.2018 10:30 - 11:30,Bern MZ,Einladung zur Medienkonferenz des Referendumskomitees «Nein zum Entwaffnungsdiktat der EU»,IGS Interessengemeinschaft Schiessen Schweiz,/gov/de/start/dokumentation/veranstaltungen.event-id-7127.html,"Vertreterinnen und Vertreter des Referendumskomitees informieren über das Referendum gegen den Bundesbeschluss vom 28. September 2018 über die Genehmigung und die Umsetzung des Notenaustauschs zwischen der Schweiz und der EU betreffend die Übernahme der Richtlinie (EU) 2017/853 zur Änderung der EU-Waffenrichtlinie (Weiterentwicklung des Schengen-Besitzstandes).Das Referendum wird von der IGS Interessengemeinschaft Schiessen Schweiz ergriffen, die anlässlich der Medienkonferenz ihre Beweggründe für diesen Schritt darlegen wird.Die IGS vertritt die Interessen von 14 Verbänden und Organisationen, die sich dem Schweizer Schiesswesen verpflichtet fühlen und setzt sich für die Anliegen aller Schützinnen und Schützen, aller Waffenbesitzenden, aller Sammlerinnen und Sammler sowie generell für den Erhalt des Schiesswesens in der Schweiz ein."
62,Mo 08.10.2018 11:00 - 11:45,Bern MZ,Prüfbericht der Internationale Energie-Agentur IEA zur Schweizer Energiepolitik,Bundesamt für Energie,/gov/de/start/dokumentation/veranstaltungen.event-id-7123.html,"Rund alle fünf Jahre unterzieht die IEA die Energiepolitik ihrer Mitgliedsländer einer Tiefenprüfung (in-depth review). Für die neuste Tiefenprüfung besuchte ein international zusammengesetztes Review-Team die Schweiz vom 12.-17. November 2017 und führte zahlreiche Gespräche mit Behörden, Unternehmen, Verbänden und anderen Organisationen. Untersucht wurden die Ziele, Instrumente und Erfolge der Energiepolitik und auf dieser Basis Empfehlungen formuliert. Das Ergebnis ist im rund 160-seitigen Bericht «Energy Policies of IEA Countries - Switzerland, 2018 Review“ festgehalten.Die Schweiz erhält von der Internationalen Energie-Agentur (IEA) gute Noten für ihre EnergiepolitikSie empfiehlt der Schweiz, den Umbau des Energiesystems im Einklang mit der Klimapolitik voranzutreiben und den dafür nötigen regulatorischen Rahmen weiterzuentwickeln. Dazu gehört für die IEA unter anderem eine allfällige Fortführung der Fördermassnahmen für erneuerbaren Strom oder die Gebäudeeffizienz, die Pläne zur Kopplung der Wasserzinsen an die Strom-Marktpreise sowie die vollständige Öffnung des Strommarkts.Anlässlich der Publikation des IEA Berichts zur schweizerischen Energiepolitik laden wir Sie hiermit gerne zu einer Medienkonferenz ein.Referenten:Paul Simons, stellvertretender Direktor der IEA (Referat in englischer Sprache)Benoît Revaz, Direktor Bundesamt für Energie"
63,Di 09.10.2018 10:00,Bern MZ,Gesetzliche Grundlage für die Überwachung von Versicherten,Eidgenössisches Departement des Innern,/gov/de/start/dokumentation/veranstaltungen.event-id-7120.html,"Mit: Bundespräsident Alain Berset, Vorsteher des Eidgenössischen Departements des Innern (EDI) Jürg Brechbühl, Direktor des Bundesamts für Sozialversicherungen (BSV)"
64,Mi 10.10.2018,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-6850.html,Medienkonferenz des BundesratesDie Medienkonferenz wird live übertragen. Nähere Angaben zu Themen und Teilnehmerinnen und Teilnehmern werden zu Beginn auf www.admin.ch aufgeschaltet.
65,Fr 12.10.2018 10:30,Bern,Repräsentative Studie „Barometer Gute Arbeit“ zeigt Qualität der Arbeitsbedingungen in der Schweiz,"Travail.Suisse, Syna, BFH",/gov/de/start/dokumentation/veranstaltungen.event-id-7117.html,"Viel Stress, schlechtere Chancen auf dem Arbeitsmarkt und einseitige Flexibilisierung der Arbeitszeiten – und jetzt noch massive Angriffe auf das Arbeitsgesetz.Anfangs September gingen die massiven Angriffe auf das Arbeitsgesetz in die nächste Runde: Die Vernehmlassung zu den parlamentarischen Initiativen Graber (16.414) und Keller-Sutter (16.423) wurde eröffnet. Setzen sich diese Angriffe durch, so drohen massive Gratisarbeit und uferlose Arbeitszeiten. Die Arbeitnehmenden in der Schweiz sind aber bereits heute überlastet. Stress und die einseitige Flexibilisierung der Arbeitszeiten belasten sie schwer. Dass sich die Perspektiven auf dem Arbeitsmarkt durch Entwicklungen wie die Digitalisierung verschlechtern, verstärkt gesundheitliche Probleme wie beispielsweise Burnout massiv. Das hat neben persönlichem Leid auch hohe volkswirtschaftliche Kosten zur Folge.Das «Barometer Gute Arbeit» untersucht die Arbeitsbedingungen und liefert repräsentative Ergebnisse für die Jahre 2015 bis 2018 in den Bereichen Sicherheit, Gesundheit und Motivation. Die Studie ist ein Kooperationsprojekt der Berner Fachhochschule, des unabhängigen Dachverbands der Arbeitnehmenden Travail.Suisse und der Allbranchengewerkschaft Syna."
66,So 14.10.2018,Belgrad,Bessere Arbeitsmarktchancen für junge Frauen und Männer in Serbien – Engagement der Schweiz zur Verbesserung der beruflichen Aus- und Weiterbildung,Eidgenössisches Departement für auswärtige Angelegenheiten,/gov/de/start/dokumentation/veranstaltungen.event-id-7067.html,"14.–17. Oktober 2018Im Westbalkan finden viele Menschen keine bezahlte Arbeit. Für eine Teilnahme am Erwerbsleben fehlen ihnen oft die nötigen Qualifikationen. Insbesondere benachteiligte Gruppen wie ethnische Minderheiten, Landbevölkerung, Frauen und Jugendliche haben auf dem Arbeitsmarkt grosse Schwierigkeiten. Die Jugendarbeitslosenquote beträgt in Serbien aktuell rund 31 %. Gleichzeitig beklagen die Arbeitgeber einen Mangel an qualifizierten Arbeitskräften. Hier setzt die Entwicklungszusammenarbeit der Schweiz mit mehreren Programmen an, mit denen junge Menschen auf die Arbeitswelt vorbereitet werden sollen. Das Eidgenössische Departement für auswärtige Angelegenheiten (EDA) organisiert vom 14. bis 17. Oktober 2018 eine Medienreise nach Serbien. Sie bietet einen konkreten Einblick in einen wichtigen Bereich der Schweizer Entwicklungszusammenarbeit: die duale Ausbildung.Die teilnehmenden Medienschaffenden werden in Serbien ausgewählte DEZA-Projekte besuchen, die dazu beitragen, die Jugendarbeitslosigkeit zu reduzieren und Arbeitsstellen zu schaffen. Sie werden die Gelegenheit haben, sich mit vor Ort tätigen Schweizer Expertinnen und Experten, Auszubildenden, Lehrpersonen und Vertreterinnen und Vertretern der an den Projekten beteiligten Unternehmen auszutauschen.Das duale Bildungssystem ist in der Schweiz äusserst beliebt. Zwei Drittel der jungen Frauen und Männer absolvieren eine Lehre. In Serbien hingegen geniesst das System nicht den gleichen Ruf, wird es doch selbst heute noch mit dem Modell im früheren Jugoslawien assoziiert. Zudem befürchten manche, dass die Arbeitgeber die Auszubildenden als billige Arbeitskräfte für ausländische Unternehmen missbrauchen. Ein Jahr nach der Einführung eines modernen Ansatzes in der dualen Bildung zeigen die ersten Ergebnisse sowohl aus der Sicht der Auszubildenden als auch aus der Sicht der Arbeitgeber, dass die Reform vielversprechend verläuft. Vor diesem Hintergrund sollen mit den DEZA-Projekten in Serbien der Kontakt zwischen der Privatwirtschaft und dem Bildungssektor gestärkt und die Vorteile der dualen Bildung hervorgehoben werden."
67,Di 16.10.2018 15:00 - 17:00,Bern,20 Jahre Eidgenössischen Ethikkommission für die Biotechnologie im Ausserhumanbereich (EKAH),Eidg. Ethikkommission für die Biotechnologie im Ausserhumanbereich EKAH,/gov/de/start/dokumentation/veranstaltungen.event-id-7130.html,20 Jahr-Feier der EKAH: Die Rolle einer unabhängigen Ethikberatung im Allgemeinen und im Umweltbereich im Besonderen.Vielen Dank für Ihre Anmeldung an ekah@bafu.admin.ch
68,Mi 17.10.2018,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-6851.html,Medienkonferenz des BundesratesDie Medienkonferenz wird live übertragen. Nähere Angaben zu Themen und Teilnehmerinnen und Teilnehmern werden zu Beginn auf www.admin.ch aufgeschaltet.
69,Mo 22.10.2018 10:15,Bern,"Einladung zur Medienkonferenz, Jahrbuch Qualität der Medien",Kurt Imhof Stiftung für Medienqualität,/gov/de/start/dokumentation/veranstaltungen.event-id-7128.html,-
70,Mi 24.10.2018,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-6852.html,Medienkonferenz des BundesratesDie Medienkonferenz wird live übertragen. Nähere Angaben zu Themen und Teilnehmerinnen und Teilnehmern werden zu Beginn auf www.admin.ch aufgeschaltet.
71,Mi 31.10.2018,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-6853.html,Medienkonferenz des BundesratesDie Medienkonferenz wird live übertragen. Nähere Angaben zu Themen und Teilnehmerinnen und Teilnehmern werden zu Beginn auf www.admin.ch aufgeschaltet.
72,Mi 07.11.2018,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-6854.html,Medienkonferenz des BundesratesDie Medienkonferenz wird live übertragen. Nähere Angaben zu Themen und Teilnehmerinnen und Teilnehmern werden zu Beginn auf www.admin.ch aufgeschaltet.
73,Mi 14.11.2018,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-6855.html,Medienkonferenz des BundesratesDie Medienkonferenz wird live übertragen. Nähere Angaben zu Themen und Teilnehmerinnen und Teilnehmern werden zu Beginn auf www.admin.ch aufgeschaltet.
74,Mi 21.11.2018,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-6856.html,Medienkonferenz des BundesratesDie Medienkonferenz wird live übertragen. Nähere Angaben zu Themen und Teilnehmerinnen und Teilnehmern werden zu Beginn auf www.admin.ch aufgeschaltet.
75,So 25.11.2018,Bern MZ,Volksabstimmung vom 25.11.2018,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-6862.html,-
76,Fr 30.11.2018,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-6857.html,Medienkonferenz des BundesratesDie Medienkonferenz wird live übertragen. Nähere Angaben zu Themen und Teilnehmerinnen und Teilnehmern werden zu Beginn auf www.admin.ch aufgeschaltet.
77,Fr 07.12.2018,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-6858.html,Medienkonferenz des BundesratesDie Medienkonferenz wird live übertragen. Nähere Angaben zu Themen und Teilnehmerinnen und Teilnehmern werden zu Beginn auf www.admin.ch aufgeschaltet.
78,Fr 14.12.2018,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-6859.html,Medienkonferenz des BundesratesDie Medienkonferenz wird live übertragen. Nähere Angaben zu Themen und Teilnehmerinnen und Teilnehmern werden zu Beginn auf www.admin.ch aufgeschaltet.
79,Mi 19.12.2018,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-6860.html,Medienkonferenz des BundesratesDie Medienkonferenz wird live übertragen. Nähere Angaben zu Themen und Teilnehmerinnen und Teilnehmern werden zu Beginn auf www.admin.ch aufgeschaltet.
80,Mi 16.01.2019,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-7039.html,Medienkonferenz des Bundesrates Die Medienkonferenz wird live übertragen. Nähere Angaben zu Themen und Teilnehmerinnen und Teilnehmern werden zu Beginn auf www.admin.ch aufgeschaltet.
81,Mi 30.01.2019,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-7041.html,Medienkonferenz des Bundesrates Die Medienkonferenz wird live übertragen. Nähere Angaben zu Themen und Teilnehmerinnen und Teilnehmern werden zu Beginn auf www.admin.ch aufgeschaltet.
82,Mi 13.02.2019,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-7042.html,Medienkonferenz des Bundesrates Die Medienkonferenz wird live übertragen. Nähere Angaben zu Themen und Teilnehmerinnen und Teilnehmern werden zu Beginn auf www.admin.ch aufgeschaltet.
83,Mi 20.02.2019,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-7043.html,Medienkonferenz des Bundesrates Die Medienkonferenz wird live übertragen. Nähere Angaben zu Themen und Teilnehmerinnen und Teilnehmern werden zu Beginn auf www.admin.ch aufgeschaltet.
84,Mi 27.02.2019,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-7044.html,Medienkonferenz des Bundesrates Die Medienkonferenz wird live übertragen. Nähere Angaben zu Themen und Teilnehmerinnen und Teilnehmern werden zu Beginn auf www.admin.ch aufgeschaltet.
85,Mi 17.04.2019,Bern MZ,Bundesratssitzung,Der Bundesrat,/gov/de/start/dokumentation/veranstaltungen.event-id-7047.html,Medienkonferenz des Bundesrates Die Medienkonferenz wird live übertragen. Nähere Angaben zu Themen und Teilnehmerinnen und Teilnehmern werden zu Beginn auf www.admin.ch aufgeschaltet.
86,Di 14.05.2019 10:00 - 11:00,Bern MZ,Jahresmedienkonferenz der OAK BV,Oberaufsichtskommission Berufliche Vorsorge,/gov/de/start/dokumentation/veranstaltungen.event-id-7110.html,-
87,Di 02.10.2018 10:00,Bern MZ,Abstimmungs-Medienkonferenz zur Hornkuh-Initiative,Initiativkomitee der Hornkuh Initiative,/gov/de/start/dokumentation/veranstaltungen.event-id-7125.html,"Am 25. November kommt die Hornkuh-Initiative zur Eidgenössischen Volksabstimmung.Die drei Vertreterinnen und Vertreter des Initiativkomitees- Armin Capaul, Bergbauer und Initiant- Anet Spengler Neff, Mitarbeiterin am Forschungsinstitut für Biologischen Landbau- Tamara Fretz, Tierpsychologin und Cow Signals®-Beraterinerklären euch das Anliegen. Sie erläutern auch die Eckpunkte der Umsetzung und stehen euch für Fragen zur Verfügung."
88,Di 02.10.2018 11:30,Bern MZ,Ja zur direkten Demokratie - Ja zur Selbstbestimmung,Komitee «Ja zur Selbstbestimmung»,/gov/de/start/dokumentation/veranstaltungen.event-id-7129.html,"Das Komitee «Ja zur Selbstbestimmung» lädt zu einer Pressekonferenz mit Nationalrat Albert Rösti, Ständerat Thomas Minder, Nationalrätin Céline Amaudruz, Nationalrat Hans-Ueli Vogt und Nationalrat und Kampagnenverantwortlicher Thomas Matter ein."
